pl_hostname,pl_name,ra,dec,st_dist,st_optmag
Kepler-526,Kepler-526 b,297.650933,47.396294,504,13.046
Kepler-527,Kepler-527 b,290.957911,47.406284,901,13.39
Kepler-528,Kepler-528 b,295.684814,47.748081,711,13.936
Kepler-529,Kepler-529 b,285.888369,47.880386,787,13.763
Kepler-529,Kepler-529 c,285.888369,47.880386,787,13.763
Kepler-53,Kepler-53 b,290.461775,40.562462,1235,15.386
Kepler-53,Kepler-53 c,290.461775,40.562462,1235,15.386
Kepler-53,Kepler-53 d,290.461775,40.562462,1235,15.386
Kepler-530,Kepler-530 b,283.340288,48.549046,464,13.4
Kepler-531,Kepler-531 b,286.524812,48.683601,254,13.34
Kepler-532,Kepler-532 b,298.660915,48.606373,325,13.524
Kepler-533,Kepler-533 b,293.685736,48.825146,305,13.933
Kepler-534,Kepler-534 b,296.418559,49.540104,473,13.235
Kepler-535,Kepler-535 b,296.566641,49.696251,678,13.174
Kepler-536,Kepler-536 b,297.73638,49.637154,446,13.807
Kepler-537,Kepler-537 b,289.880634,51.277081,465,13.1
Kepler-538,Kepler-538 b,297.486901,49.623455,165,11.195
Kepler-539,Kepler-539 b,299.122454,41.86676,313,12.391
Kepler-539,Kepler-539 c,299.122454,41.86676,313,12.391
Kepler-54,Kepler-54 b,294.773939,43.056295,234,15.847
Kepler-54,Kepler-54 c,294.773939,43.056295,234,15.847
Kepler-54,Kepler-54 d,294.773939,43.056295,234,15.847
Kepler-540,Kepler-540 b,290.625252,44.873962,350,12.209
Kepler-541,Kepler-541 b,294.149669,38.458259,1020,13.281
Kepler-542,Kepler-542 b,292.215089,38.548588,439,13.435
Kepler-543,Kepler-543 b,287.218727,38.862513,212,13.577
Kepler-544,Kepler-544 b,294.029098,39.051846,797,13.542
Kepler-545,Kepler-545 b,290.566303,40.692045,831,14.15
Kepler-546,Kepler-546 b,283.257599,40.990498,896,14.288
Kepler-547,Kepler-547 b,286.118673,44.34528,361,14.247
Kepler-548,Kepler-548 b,299.90591,45.439678,776,14.995
Kepler-549,Kepler-549 b,283.022789,47.261135,648,14.621
Kepler-549,Kepler-549 c,283.022789,47.261135,648,14.621
Kepler-55,Kepler-55 b,285.168338,44.026466,568,15.791
Kepler-55,Kepler-55 c,285.168338,44.026466,568,15.791
Kepler-55,Kepler-55 d,285.168338,44.026466,568,15.791
Kepler-55,Kepler-55 e,285.168338,44.026466,568,15.791
Kepler-55,Kepler-55 f,285.168338,44.026466,568,15.791
Kepler-550,Kepler-550 b,297.70024,47.86375,563,14.486
Kepler-551,Kepler-551 b,285.485043,48.054325,312,14.897
Kepler-552,Kepler-552 b,290.747687,48.242012,834,14.279
Kepler-553,Kepler-553 b,298.550829,48.332455,725,14.924
Kepler-553,Kepler-553 c,298.550829,48.332455,725,14.924
Kepler-554,Kepler-554 b,296.406853,51.358154,642,14.313
Kepler-555,Kepler-555 b,285.516852,38.932408,772,14.2
Kepler-556,Kepler-556 b,290.529444,38.942671,729,14.112
Kepler-557,Kepler-557 b,293.708458,41.615135,1126,14.641
Kepler-558,Kepler-558 b,284.657888,42.652676,652,14.805
Kepler-559,Kepler-559 b,296.636834,43.802792,793,14.743
Kepler-56,Kepler-56 b,293.758347,41.871869,914,12.44
Kepler-56,Kepler-56 c,293.758347,41.871869,914,12.44
Kepler-56,Kepler-56 d,293.758347,41.871869,914,12.44
Kepler-560,Kepler-560 b,300.206095,45.018147,88,14.708
Kepler-561,Kepler-561 b,293.747096,45.10722,667,14.361
Kepler-561,Kepler-561 c,293.747096,45.10722,667,14.361
Kepler-562,Kepler-562 b,290.119627,46.273811,822,14.794
Kepler-563,Kepler-563 b,292.446272,46.289776,557,14.767
Kepler-564,Kepler-564 b,296.838379,46.626404,830,14.749
Kepler-565,Kepler-565 b,283.617946,47.196686,1041,15
Kepler-566,Kepler-566 b,291.554496,47.81448,628,14.958
Kepler-567,Kepler-567 b,297.672615,48.302315,568,14.687
Kepler-568,Kepler-568 b,298.105708,48.40115,126,14.273
Kepler-569,Kepler-569 b,283.507278,48.552605,645,14.106
Kepler-57,Kepler-57 b,293.641285,44.65704,674,14.809
Kepler-57,Kepler-57 c,293.641285,44.65704,674,14.809
Kepler-570,Kepler-570 b,290.437586,48.791885,642,14.332
Kepler-571,Kepler-571 b,286.55102,49.418743,756,14.675
Kepler-572,Kepler-572 b,291.221081,50.581303,532,14.472
Kepler-573,Kepler-573 b,289.521162,51.237316,758,14.118
Kepler-574,Kepler-574 b,290.247043,52.149136,747,14.528
Kepler-575,Kepler-575 b,286.963889,37.8297,852,14.72
Kepler-576,Kepler-576 b,295.18292,38.654231,698,14.424
Kepler-577,Kepler-577 b,294.711927,39.073762,549,14.885
Kepler-578,Kepler-578 b,288.75495,39.563656,568,14.411
Kepler-579,Kepler-579 b,295.002039,39.952923,663,14.272
Kepler-58,Kepler-58 b,296.358649,39.115194,1562,14.82
Kepler-58,Kepler-58 c,296.358649,39.115194,1562,14.82
Kepler-58,Kepler-58 d,296.358649,39.115194,1562,14.82
Kepler-580,Kepler-580 b,283.499815,40.552805,333,15
Kepler-581,Kepler-581 b,295.432782,40.648247,833,14.56
Kepler-582,Kepler-582 b,297.503687,41.057021,751,14.915
Kepler-583,Kepler-583 b,282.11133,42.354504,805,14.825
Kepler-584,Kepler-584 b,288.230593,42.413624,1445,14.856
Kepler-585,Kepler-585 b,286.528499,43.873405,604,14.034
Kepler-586,Kepler-586 b,293.05722,45.551193,707,14.427
Kepler-587,Kepler-587 b,288.67069,47.399143,852,14.909
Kepler-588,Kepler-588 b,284.25721,47.688953,972,14.708
Kepler-589,Kepler-589 b,280.641367,47.751954,643,14.68
Kepler-59,Kepler-59 b,287.039503,46.640129,1021,14.307
Kepler-59,Kepler-59 c,287.039503,46.640129,1021,14.307
Kepler-590,Kepler-590 b,296.385544,48.233448,986,14.434
Kepler-591,Kepler-591 b,286.024025,48.43177,793,14.499
Kepler-592,Kepler-592 b,285.790685,48.683262,1034,14.665
Kepler-593,Kepler-593 b,294.951451,48.651188,1016,14.56
Kepler-594,Kepler-594 b,288.921586,49.762035,742,14.748
Kepler-595,Kepler-595 b,294.570393,50.673023,639,14.773
Kepler-596,Kepler-596 b,289.500676,51.68573,1083,14.02
Kepler-597,Kepler-597 b,293.470106,39.252808,660,14.07
Kepler-598,Kepler-598 b,293.123423,40.934766,686,14.759
Kepler-599,Kepler-599 b,285.911509,41.069443,627,14.97
Kepler-6,Kepler-6 b,296.837254,48.239964,590,13.303
Kepler-60,Kepler-60 b,288.961242,42.265011,899,13.959
Kepler-60,Kepler-60 c,288.961242,42.265011,899,13.959
Kepler-60,Kepler-60 d,288.961242,42.265011,899,13.959
Kepler-600,Kepler-600 b,283.833059,41.978649,624,14.721
Kepler-601,Kepler-601 b,282.004612,42.176533,429,14.005
Kepler-602,Kepler-602 b,296.031983,42.141949,971,14.519
Kepler-603,Kepler-603 b,294.280982,42.29097,967,14.854
Kepler-603,Kepler-603 c,294.280982,42.29097,967,14.854
Kepler-603,Kepler-603 d,294.280982,42.29097,967,14.854
Kepler-604,Kepler-604 b,292.316017,42.626255,981,14.718
Kepler-605,Kepler-605 b,287.295436,43.279873,570,14.14
Kepler-605,Kepler-605 c,287.295436,43.279873,570,14.14
Kepler-606,Kepler-606 b,292.427378,44.381268,1208,14.686
Kepler-607,Kepler-607 b,291.057206,44.632381,500,14.405
Kepler-608,Kepler-608 b,293.882931,44.638096,926,14.684
Kepler-609,Kepler-609 b,292.220313,44.700031,1143,14.856
Kepler-61,Kepler-61 b,295.304508,42.47529,314,14.995
Kepler-610,Kepler-610 b,293.171343,45.065605,1113,14.807
Kepler-610,Kepler-610 c,293.171343,45.065605,1113,14.807
Kepler-611,Kepler-611 b,286.004962,45.480392,906,14.573
Kepler-612,Kepler-612 b,291.354639,45.747898,932,14.911
Kepler-613,Kepler-613 b,282.786824,46.244992,864,14.608
Kepler-614,Kepler-614 b,298.384823,46.276043,571,14.574
Kepler-615,Kepler-615 b,282.450603,46.321404,330,14.337
Kepler-616,Kepler-616 b,294.989131,46.838329,1019,14.957
Kepler-616,Kepler-616 c,294.989131,46.838329,1019,14.957
Kepler-617,Kepler-617 b,283.74071,47.516293,150,14.818
Kepler-618,Kepler-618 b,286.249817,48.06094,1115,14.827
Kepler-619,Kepler-619 b,290.849058,48.416016,1111,14.697
Kepler-619,Kepler-619 c,290.849058,48.416016,1111,14.697
Kepler-62,Kepler-62 b,283.212747,45.349865,368,13.725
Kepler-62,Kepler-62 c,283.212747,45.349865,368,13.725
Kepler-62,Kepler-62 d,283.212747,45.349865,368,13.725
Kepler-62,Kepler-62 e,283.212747,45.349865,368,13.725
Kepler-62,Kepler-62 f,283.212747,45.349865,368,13.725
Kepler-620,Kepler-620 b,291.159391,51.334866,1241,14.647
Kepler-621,Kepler-621 b,290.927286,39.914145,389,14.915
Kepler-622,Kepler-622 b,284.478472,40.93311,259,14.672
Kepler-623,Kepler-623 b,296.986721,47.47739,811,14.959
Kepler-624,Kepler-624 b,295.193389,39.539677,731,13.49
Kepler-625,Kepler-625 b,292.150459,39.637581,502,13.307
Kepler-625,Kepler-625 c,292.150459,39.637581,502,13.307
Kepler-626,Kepler-626 b,288.698651,39.708288,690,13.946
Kepler-627,Kepler-627 b,292.104279,39.767914,1143,13.949
Kepler-628,Kepler-628 b,290.449257,39.854802,579,13.398
Kepler-629,Kepler-629 b,289.417832,39.945013,383,13.359
Kepler-63,Kepler-63 b,289.226179,49.548203,200,12.02
Kepler-630,Kepler-630 b,293.427043,39.942437,657,13.871
Kepler-631,Kepler-631 b,296.885757,40.228233,843,13.5
Kepler-632,Kepler-632 b,297.252613,40.288605,349,13.332
Kepler-633,Kepler-633 b,295.217437,40.592251,634,13.716
Kepler-634,Kepler-634 b,291.195065,40.702706,757,13.55
Kepler-635,Kepler-635 b,289.773247,40.800724,826,13.31
Kepler-636,Kepler-636 b,293.591889,41.095161,341,13.653
Kepler-637,Kepler-637 b,292.417233,41.416882,1575,13.413
Kepler-638,Kepler-638 b,284.919429,41.617195,426,13.532
Kepler-639,Kepler-639 b,292.186888,41.727039,680,13.336
Kepler-640,Kepler-640 b,296.032191,42.13168,538,13.721
Kepler-641,Kepler-641 b,291.823482,42.516216,673,13.774
Kepler-642,Kepler-642 b,293.834559,42.624962,1022,13.343
Kepler-643,Kepler-643 b,290.327325,42.898281,1029,13.781
Kepler-644,Kepler-644 b,295.475743,43.493137,1413,13.949
Kepler-645,Kepler-645 b,290.322766,44.035809,901,13.992
Kepler-646,Kepler-646 b,290.471339,44.387085,513,13.766
Kepler-647,Kepler-647 b,284.788295,44.591675,789,13.965
Kepler-648,Kepler-648 b,283.899655,45.016888,665,13.939
Kepler-649,Kepler-649 b,285.655936,45.079556,525,13.437
Kepler-65,Kepler-65 b,288.6887,41.151173,291,11.018
Kepler-65,Kepler-65 c,288.6887,41.151173,291,11.018
Kepler-65,Kepler-65 d,288.6887,41.151173,291,11.018
Kepler-650,Kepler-650 b,289.000875,45.15427,805,13.684
Kepler-651,Kepler-651 b,287.33279,46.2035,537,13.94
Kepler-652,Kepler-652 b,288.00811,46.473557,423,13.393
Kepler-653,Kepler-653 b,282.21293,46.717819,593,13.387
Kepler-653,Kepler-653 c,282.21293,46.717819,593,13.387
Kepler-654,Kepler-654 b,297.068412,46.834278,661,13.645
Kepler-655,Kepler-655 b,297.259092,46.843193,783,13.489
Kepler-656,Kepler-656 b,288.327899,47.381592,867,15.342
Kepler-657,Kepler-657 b,291.197299,47.3078,1244,15.344
Kepler-658,Kepler-658 b,282.98379,47.57859,341,15.488
Kepler-659,Kepler-659 b,287.608202,47.509686,688,15.556
Kepler-66,Kepler-66 b,293.981569,46.687748,1107,15.3
Kepler-660,Kepler-660 b,288.138262,47.724453,564,15.302
Kepler-661,Kepler-661 b,283.710881,47.86327,558,15.784
Kepler-662,Kepler-662 b,290.465134,47.92918,641,15.377
Kepler-663,Kepler-663 b,297.808262,47.946671,1030,15.861
Kepler-664,Kepler-664 b,288.754887,48.2262,1386,15.509
Kepler-665,Kepler-665 b,297.02563,48.478596,651,15.39
Kepler-666,Kepler-666 b,298.45684,48.791592,1330,15.395
Kepler-667,Kepler-667 b,295.555049,49.017342,907,15.4
Kepler-668,Kepler-668 b,285.49925,49.277348,877,15.317
Kepler-669,Kepler-669 b,291.936173,49.253986,1778,15.506
Kepler-67,Kepler-67 b,294.153336,46.166438,1107,16.4
Kepler-670,Kepler-670 b,297.015468,49.225292,980,15.052
Kepler-671,Kepler-671 b,294.265808,49.314091,1139,15.356
Kepler-672,Kepler-672 b,291.722008,49.480877,1011,15.172
Kepler-673,Kepler-673 b,290.785759,50.054119,978,15.523
Kepler-674,Kepler-674 b,285.176211,50.149818,302,15.135
Kepler-675,Kepler-675 b,293.833326,50.230354,651,15.334
Kepler-676,Kepler-676 b,296.22197,50.287237,243,15.937
Kepler-677,Kepler-677 b,290.098067,50.321609,1180,15.312
Kepler-678,Kepler-678 b,295.455293,50.49456,875,15.08
Kepler-679,Kepler-679 b,296.021342,50.567783,968,15.505
Kepler-68,Kepler-68 b,291.032305,49.040272,135,9.99
Kepler-68,Kepler-68 c,291.032305,49.040272,135,9.99
Kepler-68,Kepler-68 d,291.032305,49.040272,135,9.99
Kepler-680,Kepler-680 b,291.62241,50.618237,1342,15.242
Kepler-681,Kepler-681 b,289.399721,51.250324,666,15.234
Kepler-682,Kepler-682 b,289.112222,51.737381,951,15.14
Kepler-683,Kepler-683 b,291.439982,37.905656,976,15.026
Kepler-684,Kepler-684 b,290.870517,38.273635,1066,15.591
Kepler-685,Kepler-685 b,293.87193,38.422949,1145,15.001
Kepler-686,Kepler-686 b,285.213807,39.027485,1203,15.53
Kepler-687,Kepler-687 b,289.315452,39.153285,628,15.398
Kepler-688,Kepler-688 b,294.655242,39.308366,1247,15.725
Kepler-689,Kepler-689 b,294.710624,39.521744,1044,15.583
Kepler-69,Kepler-69 b,293.260938,44.868896,584,14
Kepler-69,Kepler-69 c,293.260938,44.868896,584,14
Kepler-690,Kepler-690 b,294.489906,39.771446,1653,15.67
Kepler-691,Kepler-691 b,288.812003,40.033398,239,15.877
Kepler-692,Kepler-692 b,294.77684,40.153738,1000,15.54
Kepler-693,Kepler-693 b,283.253557,40.358196,1002,16.422
Kepler-694,Kepler-694 b,291.149507,40.420518,1023,15.09
Kepler-695,Kepler-695 b,299.316097,40.822362,620,15.028
Kepler-696,Kepler-696 b,293.49661,41.137592,1285,15.27
Kepler-697,Kepler-697 b,283.86439,41.346458,1091,15.581
Kepler-698,Kepler-698 b,288.509997,41.301769,1135,15.447
Kepler-699,Kepler-699 b,296.888201,41.396091,888,15.482
Kepler-7,Kepler-7 b,288.581516,41.0898,907,12.885
Kepler-700,Kepler-700 b,287.1543,41.565788,1061,15.201
Kepler-701,Kepler-701 b,288.994182,41.633278,755,15.018
Kepler-702,Kepler-702 b,293.878112,41.66177,892,15.305
Kepler-703,Kepler-703 b,299.186861,41.742682,1482,15.287
Kepler-704,Kepler-704 b,283.316391,41.83712,1054,15.257
Kepler-705,Kepler-705 b,289.508502,41.812107,251,15.849
Kepler-706,Kepler-706 b,291.760406,41.944077,810,15.196
Kepler-707,Kepler-707 b,290.00757,42.116459,626,15.001
Kepler-708,Kepler-708 b,293.816466,42.212498,1241,15.533
Kepler-709,Kepler-709 b,292.105207,42.380318,668,15.219
Kepler-710,Kepler-710 b,291.964161,42.696144,919,15.024
Kepler-711,Kepler-711 b,297.460015,42.839924,664,15.316
Kepler-712,Kepler-712 b,294.909734,42.935261,944,15.859
Kepler-712,Kepler-712 c,294.909734,42.935261,944,15.859
Kepler-713,Kepler-713 b,295.651502,43.029831,1003,15.031
Kepler-714,Kepler-714 b,282.699531,43.272743,1460,15.261
Kepler-715,Kepler-715 b,283.630767,43.379398,1214,15.063
Kepler-716,Kepler-716 b,290.393214,43.363899,675,15.193
Kepler-717,Kepler-717 b,292.965535,43.34639,1126,15.662
Kepler-718,Kepler-718 b,299.561877,43.503559,1520,15.257
Kepler-719,Kepler-719 b,295.536136,43.884453,1427,15.813
Kepler-720,Kepler-720 b,298.635649,44.170944,880,15.113
Kepler-721,Kepler-721 b,284.430506,44.480534,848,15.651
Kepler-722,Kepler-722 b,290.263285,44.55645,1375,15.399
Kepler-722,Kepler-722 c,290.263285,44.55645,1375,15.399
Kepler-723,Kepler-723 b,284.830468,44.658142,965,15.198
Kepler-724,Kepler-724 b,293.454838,44.792797,862,15.142
Kepler-725,Kepler-725 b,283.977492,44.811562,778,15.011
Kepler-726,Kepler-726 b,291.717311,44.887306,838,15.067
Kepler-727,Kepler-727 b,294.846908,45.034416,892,15.365
Kepler-728,Kepler-728 b,291.092356,45.115528,1236,15.543
Kepler-729,Kepler-729 b,286.360112,45.414295,1271,15.603
Kepler-730,Kepler-730 b,285.554804,45.578857,1455,15.649
Kepler-731,Kepler-731 b,296.393174,45.568558,1311,15.272
Kepler-732,Kepler-732 b,283.732021,45.958771,150,15.073
Kepler-732,Kepler-732 c,283.732021,45.958771,150,15.073
Kepler-733,Kepler-733 b,293.018285,45.914692,980,15.412
Kepler-734,Kepler-734 b,297.045638,46.027363,553,15.017
Kepler-735,Kepler-735 b,284.688884,46.172249,790,15.386
Kepler-736,Kepler-736 b,285.391321,46.180939,1007,15.733
Kepler-737,Kepler-737 b,291.862847,46.429256,195,15.19
Kepler-738,Kepler-738 b,287.569664,46.567859,992,15.598
Kepler-739,Kepler-739 b,290.067985,46.57914,1128,15.485
Kepler-74,Kepler-74 b,293.092525,41.355523,1330,14.23
Kepler-740,Kepler-740 b,286.482254,46.692451,1262,15.954
Kepler-741,Kepler-741 b,289.431703,46.617531,1530,15.067
Kepler-742,Kepler-742 b,283.866019,46.789589,499,15.223
Kepler-743,Kepler-743 b,295.574168,42.806436,258,12.55
Kepler-744,Kepler-744 b,296.496136,47.182865,486,13.581
Kepler-745,Kepler-745 b,291.49943,37.059283,1199,15.214
Kepler-746,Kepler-746 b,290.682243,37.355117,450,13.615
Kepler-747,Kepler-747 b,288.416503,41.029804,855,15.703
Kepler-748,Kepler-748 b,292.262899,37.236992,1271,15.242
Kepler-749,Kepler-749 b,299.89723,43.903908,753,15.759
Kepler-75,Kepler-75 b,291.137593,36.577386,1140,15.264
Kepler-750,Kepler-750 b,289.096874,44.004379,1181,14.5
Kepler-750,Kepler-750 c,289.096874,44.004379,1181,14.5
Kepler-751,Kepler-751 b,294.843831,44.077686,748,15.007
Kepler-752,Kepler-752 b,292.268128,37.955654,1075,15.762
Kepler-753,Kepler-753 b,291.903273,37.902288,278,14.496
Kepler-754,Kepler-754 b,293.254104,37.846192,1192,15.16
Kepler-755,Kepler-755 b,296.860998,41.097338,368,13.999
Kepler-755,Kepler-755 c,296.860998,41.097338,368,13.999
Kepler-756,Kepler-756 b,290.607939,41.201093,852,15.376
Kepler-757,Kepler-757 b,296.680438,41.386515,1016,14.803
Kepler-758,Kepler-758 b,293.084606,41.135436,1353,14.348
Kepler-758,Kepler-758 c,293.084606,41.135436,1353,14.348
Kepler-758,Kepler-758 d,293.084606,41.135436,1353,14.348
Kepler-758,Kepler-758 e,293.084606,41.135436,1353,14.348
Kepler-759,Kepler-759 b,290.131501,41.381498,892,14.502
Kepler-76,Kepler-76 b,294.192118,39.619003,844,13.308
Kepler-760,Kepler-760 b,287.593209,44.179417,782,15.07
Kepler-760,Kepler-760 c,287.593209,44.179417,782,15.07
Kepler-761,Kepler-761 b,290.503604,44.143581,867,14.743
Kepler-762,Kepler-762 b,291.275634,47.329491,1465,15.439
Kepler-763,Kepler-763 b,292.144477,47.157352,902,15.692
Kepler-764,Kepler-764 b,297.393183,47.164627,1013,15.302
Kepler-765,Kepler-765 b,283.184612,47.15567,1000,14.609
Kepler-766,Kepler-766 b,293.184531,37.969851,1614,15.678
Kepler-767,Kepler-767 b,291.579173,38.035828,1185,15.435
Kepler-768,Kepler-768 b,294.115656,38.393485,795,15.681
Kepler-769,Kepler-769 b,292.713101,38.358213,1362,14.818
Kepler-769,Kepler-769 c,292.713101,38.358213,1362,14.818
Kepler-77,Kepler-77 b,289.607956,44.345425,570,13.938
Kepler-770,Kepler-770 b,286.490428,38.374907,761,14.604
Kepler-770,Kepler-770 c,286.490428,38.374907,761,14.604
Kepler-770,Kepler-770 d,286.490428,38.374907,761,14.604
Kepler-771,Kepler-771 b,287.44409,38.088431,1000,14.794
Kepler-772,Kepler-772 b,291.423583,38.216591,689,13.974
Kepler-773,Kepler-773 b,290.884667,38.057567,528,13.333
Kepler-774,Kepler-774 b,291.03193,38.211956,1190,12.808
Kepler-775,Kepler-775 b,291.433297,41.703438,400,13.507
Kepler-776,Kepler-776 b,287.27264,41.635559,727,15.456
Kepler-777,Kepler-777 b,282.724059,44.346478,383,15.95
Kepler-778,Kepler-778 b,287.477437,44.237514,899,15.764
Kepler-779,Kepler-779 b,285.628532,44.310889,224,15.649
Kepler-78,Kepler-78 b,293.74169,44.44833,124.36,11.551
Kepler-780,Kepler-780 b,281.766389,44.292549,520,13.326
Kepler-781,Kepler-781 b,287.653619,47.414811,1036,15.987
Kepler-782,Kepler-782 b,288.868231,47.759434,412,12.783
Kepler-783,Kepler-783 b,291.062936,47.484803,544,13.916
Kepler-784,Kepler-784 b,295.920663,47.448616,604,13.29
Kepler-785,Kepler-785 b,292.068304,38.842261,666,15.715
Kepler-786,Kepler-786 b,293.743938,38.939276,512,14.887
Kepler-787,Kepler-787 b,291.692465,38.572907,468,15.854
Kepler-788,Kepler-788 b,290.000414,38.539892,1649,15.291
Kepler-789,Kepler-789 b,295.975153,38.946652,915,14.507
Kepler-79,Kepler-79 b,300.517131,44.38158,995,13.914
Kepler-79,Kepler-79 c,300.517131,44.38158,995,13.914
Kepler-79,Kepler-79 d,300.517131,44.38158,995,13.914
Kepler-79,Kepler-79 e,300.517131,44.38158,995,13.914
Kepler-790,Kepler-790 b,286.917117,38.872221,727,15.187
Kepler-791,Kepler-791 b,293.595841,39.029477,1447,14.377
Kepler-792,Kepler-792 b,292.006813,38.820733,1205,14.981
Kepler-793,Kepler-793 b,295.21664,38.774343,794,14.621
Kepler-794,Kepler-794 b,288.133701,38.996881,763,13.459
Kepler-795,Kepler-795 b,291.019046,38.54558,458,13.331
Kepler-796,Kepler-796 b,287.307857,39.144731,377,12.988
Kepler-797,Kepler-797 b,297.208965,41.781708,752,14.556
Kepler-798,Kepler-798 b,292.478209,42.142291,1085,14.2
Kepler-799,Kepler-799 b,287.174894,44.878571,1029,15.12
Kepler-8,Kepler-8 b,281.288118,42.45108,1330,13.9
Kepler-80,Kepler-80 b,296.112564,39.978779,357,14.804
Kepler-80,Kepler-80 c,296.112564,39.978779,357,14.804
Kepler-80,Kepler-80 d,296.112564,39.978779,357,14.804
Kepler-80,Kepler-80 e,296.112564,39.978779,357,14.804
Kepler-80,Kepler-80 f,296.112564,39.978779,357,14.804
Kepler-80,Kepler-80 g,296.112564,39.978779,357,14.804
Kepler-800,Kepler-800 b,286.574823,44.795204,1049,15.762
Kepler-801,Kepler-801 b,286.075243,44.664639,419,15.314
Kepler-802,Kepler-802 b,286.015855,45.007767,828,14.862
Kepler-803,Kepler-803 b,299.221605,44.693874,615,13.672
Kepler-804,Kepler-804 b,293.37227,44.785137,648,13.749
Kepler-804,Kepler-804 c,293.37227,44.785137,648,13.749
Kepler-805,Kepler-805 b,293.229945,45.053314,657,12.547
Kepler-806,Kepler-806 b,296.007043,44.853443,260,11.731
Kepler-807,Kepler-807 b,289.020172,48.119812,1312,15.128
Kepler-808,Kepler-808 b,291.59409,48.445614,321,14.285
Kepler-809,Kepler-809 b,289.083643,48.018131,933,14.755
Kepler-81,Kepler-81 b,293.63695,42.82497,366,15.019
Kepler-81,Kepler-81 c,293.63695,42.82497,366,15.019
Kepler-81,Kepler-81 d,293.63695,42.82497,366,15.019
Kepler-810,Kepler-810 b,296.614859,48.082645,1554,15.803
Kepler-811,Kepler-811 b,285.424273,47.834614,847,13.971
Kepler-812,Kepler-812 b,288.85529,48.208538,1482,13.832
Kepler-813,Kepler-813 b,285.662694,48.435371,840,14.569
Kepler-814,Kepler-814 b,284.910486,48.431644,1327,14.706
Kepler-815,Kepler-815 b,285.22111,47.881382,1199,13.242
Kepler-816,Kepler-816 b,293.362842,39.212452,1059,15.95
Kepler-817,Kepler-817 b,296.081856,39.161617,1401,15.572
Kepler-818,Kepler-818 b,296.235105,39.370343,967,15.062
Kepler-819,Kepler-819 b,295.370797,39.177218,722,15.03
Kepler-82,Kepler-82 b,292.87339,42.966137,987,15.158
Kepler-82,Kepler-82 c,292.87339,42.966137,987,15.158
Kepler-82,Kepler-82 d,292.87339,42.966137,987,15.158
Kepler-82,Kepler-82 e,292.87339,42.966137,987,15.158
Kepler-820,Kepler-820 b,291.020145,39.220678,989,13.968
Kepler-821,Kepler-821 b,285.617437,39.37953,619,14.829
Kepler-822,Kepler-822 b,292.276118,39.550179,956,14.609
Kepler-823,Kepler-823 b,284.582577,39.220204,896,14.801
Kepler-824,Kepler-824 b,290.477412,39.732009,1352,14.946
Kepler-825,Kepler-825 b,294.769908,39.398514,820,14.207
Kepler-825,Kepler-825 c,294.769908,39.398514,820,14.207
Kepler-826,Kepler-826 b,284.860139,39.240548,649,13.446
Kepler-827,Kepler-827 b,294.966046,42.708569,1352,15.897
Kepler-828,Kepler-828 b,286.887275,42.471256,625,15.055
Kepler-829,Kepler-829 b,282.332793,42.463825,954,14.931
Kepler-83,Kepler-83 b,282.232525,43.665627,365,15.777
Kepler-83,Kepler-83 c,282.232525,43.665627,365,15.777
Kepler-83,Kepler-83 d,282.232525,43.665627,365,15.777
Kepler-830,Kepler-830 b,295.054286,42.756847,1122,14.788
Kepler-831,Kepler-831 b,294.985491,42.727669,577,13.687
Kepler-832,Kepler-832 b,295.926094,45.383862,1346,15.906
Kepler-833,Kepler-833 b,290.479954,45.6007,421,15.473
Kepler-834,Kepler-834 b,287.054516,45.180374,620,15.931
Kepler-835,Kepler-835 b,283.574233,45.734802,2011,15.965
Kepler-836,Kepler-836 b,287.452778,45.704399,1003,14.63
Kepler-837,Kepler-837 b,285.24667,45.950195,846,15.198
Kepler-838,Kepler-838 b,285.435512,45.976021,1210,15.3
Kepler-839,Kepler-839 b,291.074676,45.242584,833,13.601
Kepler-84,Kepler-84 b,298.252049,40.496077,1066,14.764
Kepler-84,Kepler-84 c,298.252049,40.496077,1066,14.764
Kepler-84,Kepler-84 d,298.252049,40.496077,1066,14.764
Kepler-84,Kepler-84 e,298.252049,40.496077,1066,14.764
Kepler-84,Kepler-84 f,298.252049,40.496077,1066,14.764
Kepler-840,Kepler-840 b,296.507394,49.457291,778,14.152
Kepler-841,Kepler-841 b,284.251306,48.809612,1052,15.74
Kepler-842,Kepler-842 b,292.328581,49.653538,552,15.127
Kepler-843,Kepler-843 b,296.321994,48.971478,1247,15.269
Kepler-844,Kepler-844 b,287.857729,48.774113,394,15.84
Kepler-845,Kepler-845 b,290.957565,49.203812,471,14.631
Kepler-846,Kepler-846 b,287.057016,49.046021,1233,15.65
Kepler-847,Kepler-847 b,283.504798,49.451015,529,14.782
Kepler-848,Kepler-848 b,293.288273,48.811619,797,14.056
Kepler-849,Kepler-849 b,290.851779,48.521339,747,12.849
Kepler-85,Kepler-85 b,290.973429,45.290318,789,14.779
Kepler-85,Kepler-85 c,290.973429,45.290318,789,14.779
Kepler-85,Kepler-85 d,290.973429,45.290318,789,14.779
Kepler-85,Kepler-85 e,290.973429,45.290318,789,14.779
Kepler-850,Kepler-850 b,293.084462,48.57539,1535,15.451
Kepler-851,Kepler-851 b,294.680286,49.14016,869,15.135
Kepler-852,Kepler-852 b,297.391593,48.560692,854,13.949
