loc_rowid,epic_name,ra,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
995,EPIC 211925595,132.95813,19.107531,45.38331501,,,0,2457143.161,,,0,,,,,,,,,,,,,,,,,,,,,14.466,,0,12.427,0.02,0
996,EPIC 211929937,129.178452,19.173813,3.476633,0.000006,-0.000006,0,2457142.412,0.000074,-0.000074,0,87.74,0.01,-0.01,0,,,,,0.1341,0.0001,-0.0001,0,,,,,0.86,,,0,14.156,,0,12.351,0.025,0
997,EPIC 211929937,129.178452,19.173813,3.477,,,0,2457142.412,,,0,,,,,,,,,0.13395,,,0,,,,,,,,,14.156,,0,12.351,0.025,0
998,EPIC 211929937,129.178452,19.173813,3.476642,0.000021,-0.000021,0,2457142.412,0.000238,-0.000241,0,,,,,,,,,0.1252,0.001,-0.0005,0,11.5,0.6,-0.5,0,0.84,,,0,14.156,,0,12.351,0.025,0
999,EPIC 211929937,129.178452,19.173813,3.47701312,,,0,2457142.411,,,0,,,,,,,,,,,,,,,,,,,,,14.156,,0,12.351,0.025,0
1000,EPIC 211941472,130.448578,19.347498,5.781853,0.001316,-0.001326,0,2457143.617,0.007929,-0.008039,0,87.58,1.721,-3.451,0,10.157933,1.81806,-2.698929,0,0.00956,0.00111,-0.00083,0,1.443,0.262,-0.211,0,1.38,0.19,-0.16,0,11.788,,0,10.387,0.019,0
1001,EPIC 211941472,130.448578,19.347498,5.78,,,0,2457143.635,,,0,,,,,,,,,0.01006,,,0,,,,,,,,,11.788,,0,10.387,0.019,0
1007,EPIC 211965883,136.157196,19.714584,10.55632,0.00067,-0.00065,0,2457167.605,0.001,-0.001,0,88.32,,,0,29.69,,,0,0.044,0.003,-0.004,0,2.86,0.24,-0.28,0,,,,,14.138,,0,11.361,0.018,0
1008,EPIC 211965883,136.157196,19.714584,10.555,,,0,2457146.496,,,0,,,,,,,,,0.03534,,,0,,,,,,,,,14.138,,0,11.361,0.018,0
1018,EPIC 211978865,123.89782,19.914862,0.907765,0.000017,-0.000017,0,2457142.382,0.000762,-0.000728,0,,,,,,,,,0.5831,0.2946,-0.2744,0,77,39.8,-36.6,0,1.21,,,0,14.439,,0,13.157,0.035,0
1019,EPIC 211978988,130.497253,19.916607,36.556251,0.003636,-0.004239,0,2457152.705,0.003109,-0.00254,0,89.325,0.47,-0.815,0,39.741458,4.872086,-10.565246,0,0.02628,0.00196,-0.00106,0,2.968,0.437,-0.275,0,1.04,0.13,-0.09,0,12.588,,0,11.17,0.019,0
