loc_rowid,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas,RA,Dec
1023,5913,1.04,,1.19288,518,0.8191,1.9332,1.0922,1.581,3.732,2.108,296.755759,46.998291
1024,5754,1.13,,1.2628,566,0.8428,1.989,1.1237,1.489,3.514,1.985,288.646254,50.788982
1025,4651,0.7,,0.20686,415,0.3411,0.805,0.4548,0.822,1.94,1.096,281.898352,42.165787
1026,3864,0.49,,0.04829,129,0.1648,0.3889,0.2197,1.278,3.015,1.703,287.346741,47.772957
1027,5827,0.894,,0.83129,524,0.6838,1.6138,0.9118,1.305,3.08,1.74,287.887325,46.276237
1028,6010,1.13,,1.50297,555,0.9195,2.1699,1.226,1.657,3.91,2.209,282.924996,48.626392
1029,6675,1.73,,5.36036,1021,1.7364,4.098,2.3152,1.701,4.014,2.268,295.158106,40.898849
1030,5888,1.03,,1.15038,1051,0.8044,1.8984,1.0726,0.765,1.806,1.021,295.342731,46.602264
1031,4529,0.69,,0.18072,171,0.3188,0.7524,0.4251,1.865,4.4,2.486,291.418635,39.127415
1032,6209,1.34,,2.40765,1050,1.1637,2.7464,1.5517,1.108,2.616,1.478,290.601152,44.556385
1033,5723,0.94,,0.85516,422,0.6936,1.6368,0.9247,1.644,3.879,2.191,290.486779,44.932617
1034,6127,1.2,,1.83084,971,1.0148,2.395,1.3531,1.045,2.466,1.393,299.52598,46.899261
1035,5987,1.1,,1.40255,1462,0.8882,2.0962,1.1843,0.608,1.434,0.81,297.452152,41.558124
1036,4644,0.69,,0.19979,525,0.3352,0.7911,0.447,0.639,1.507,0.851,294.595783,45.875034
1037,4906,0.72,,0.27094,673,0.3904,0.9213,0.5205,0.58,1.369,0.773,289.220209,41.706486
1038,5858,1.04,,1.14911,451,0.804,1.8974,1.072,1.783,4.207,2.377,300.863971,44.337555
1039,5797,0.99,,0.99857,861,0.7495,1.7687,0.9993,0.87,2.054,1.161,286.025189,39.630929
1040,6067,1.07,,1.39946,585,0.8872,2.0939,1.183,1.517,3.579,2.022,296.230004,50.27523
1041,4597,0.7,,0.19742,388,0.3332,0.7864,0.4443,0.859,2.027,1.145,283.899402,41.221607
1042,5945,1.14,,1.46458,365,0.9076,2.1421,1.2102,2.487,5.869,3.316,290.52675,38.142973
1043,5153,0.79,,0.397,374,0.4726,1.1152,0.6301,1.264,2.982,1.685,291.741637,37.688934
1044,5635,0.93,,0.78675,1078,0.6652,1.57,0.887,0.617,1.456,0.823,294.511259,38.790501
1045,5762,0.98,,0.95508,399,0.733,1.7298,0.9773,1.837,4.335,2.449,298.866564,46.502239
1046,5592,0.93,,0.76301,689,0.6551,1.5461,0.8735,0.951,2.244,1.268,285.387409,45.049053
1047,5806,1.01,,1.0458,1532,0.767,1.8101,1.0226,0.501,1.182,0.668,294.648164,46.392365
1048,5722,0.98,,0.92884,435,0.7228,1.7059,0.9638,1.662,3.922,2.216,290.979329,47.989002
1049,5851,1.411,,2.10509,512,1.0882,2.5681,1.4509,2.125,5.016,2.834,297.028248,48.208611
1050,6261,1.32,,2.41557,1040,1.1657,2.751,1.5542,1.121,2.645,1.494,293.195374,49.316502
1051,5215,0.81,,0.43781,964,0.4963,1.1712,0.6617,0.515,1.215,0.686,293.057996,45.248817
1052,6199,1.32,,2.3213,976,1.1427,2.6967,1.5236,1.171,2.763,1.561,292.04438,46.329025
1053,5792,1,,1.01534,837,0.7557,1.7835,1.0076,0.903,2.131,1.204,294.1527,38.233048
1054,4002,0.57,,0.07519,245,0.2057,0.4853,0.2742,0.839,1.981,1.119,284.476545,46.252579
1055,3959,0.54,,0.06463,265,0.1907,0.45,0.2542,0.719,1.698,0.959,287.501179,47.469269
1056,4868,0.74,,0.27744,199,0.395,0.9323,0.5267,1.985,4.685,2.647,287.590098,51.060574
1057,5816,1.02,,1.07398,1098,0.7772,1.8343,1.0363,0.708,1.671,0.944,291.033636,42.26786
1058,5612,0.92,,0.75743,1215,0.6527,1.5404,0.8703,0.537,1.268,0.716,293.200589,43.050037
1059,5758,1.36,,1.83426,481,1.0158,2.3972,1.3543,2.112,4.984,2.816,299.549499,45.769753
1060,5854,2.192,,5.09083,729,1.6922,3.9936,2.2563,2.321,5.478,3.095,294.559169,46.062325
1061,5956,1.16,,1.52768,688,0.927,2.1877,1.236,1.347,3.18,1.797,296.464522,49.182915
1062,5345,0.84,,0.51957,425,0.5406,1.2758,0.7208,1.272,3.002,1.696,289.44452,41.317757
1063,5923,1.14,,1.44302,628,0.9009,2.1262,1.2013,1.435,3.386,1.913,289.358672,50.598484
1064,5049,0.77,,0.34762,912,0.4422,1.0436,0.5896,0.485,1.144,0.646,283.161951,45.198315
1065,6113,1.28,,2.06412,427,1.0775,2.543,1.4367,2.523,5.955,3.365,290.101971,48.251137
1066,6000,1.14,,1.51954,1518,0.9245,2.1819,1.2327,0.609,1.437,0.812,287.477648,46.141186
1067,4350,0.66,,0.14072,464,0.2813,0.664,0.3751,0.606,1.431,0.808,295.251155,45.842972
1068,5589,0.94,,0.77784,354,0.6615,1.5611,0.882,1.869,4.41,2.491,294.978825,46.005653
1069,5975,1.08,,1.34121,300,0.8686,2.0498,1.1581,2.895,6.833,3.86,281.561453,42.450504
1070,3753,0.49,,0.04297,227,0.1555,0.3669,0.2073,0.685,1.616,0.913,291.092742,49.190059
1071,5952,1.32,,1.97286,482,1.0534,2.4861,1.4046,2.186,5.158,2.914,290.392721,40.284875
1072,5321,0.82,,0.48629,702,0.523,1.2343,0.6973,0.745,1.758,0.993,295.662872,44.525845
1073,5851,1.03,,1.12174,915,0.7943,1.8746,1.0591,0.868,2.049,1.158,299.785465,43.670753
1074,5862,1,,1.06532,914,0.7741,1.8269,1.0321,0.847,1.999,1.129,297.72314,47.112659
1075,6166,1.2,,1.8779,848,1.0278,2.4255,1.3704,1.212,2.86,1.616,284.978013,41.420166
1076,6112,1.21,,1.84332,1371,1.0183,2.4031,1.3577,0.743,1.753,0.99,292.301253,38.267041
1077,5658,0.92,,0.78257,758,0.6635,1.5658,0.8846,0.875,2.066,1.167,293.262447,41.365114
1078,4306,0.63,,0.1231,344,0.2631,0.621,0.3509,0.765,1.805,1.02,294.70938,45.969501
1079,5211,0.79,,0.41518,738,0.4833,1.1405,0.6443,0.655,1.545,0.873,281.594148,42.596416
1080,5794,0.99,,0.99651,876,0.7487,1.7669,0.9983,0.855,2.017,1.14,295.502705,43.232796
1081,5837,1,,1.04726,1209,0.7675,1.8113,1.0234,0.635,1.498,0.846,288.749962,48.277176
1082,5663,1.065,,1.0524,613,0.7694,1.8158,1.0259,1.255,2.962,1.674,297.115123,41.909138
1083,5960,1.149,,1.50287,692,0.9194,2.1699,1.2259,1.329,3.136,1.772,292.929133,48.602814
1084,6247,1.34,,2.46713,940,1.178,2.7802,1.5707,1.253,2.958,1.671,291.871356,44.087376
1085,5614,0.91,,0.74211,897,0.6461,1.5248,0.8615,0.72,1.7,0.96,294.569379,45.671257
1086,5724,0.94,,0.85576,986,0.6938,1.6374,0.9251,0.704,1.661,0.938,281.322565,48.066505
1087,6092,1.15,,1.64336,921,0.9615,2.269,1.2819,1.044,2.464,1.392,287.38209,49.452396
1088,6417,1.41,,3.04133,516,1.308,3.0868,1.7439,2.535,5.982,3.38,294.468554,49.331024
1089,4299,0.68,,0.14249,369,0.2831,0.6681,0.3775,0.767,1.811,1.023,281.111771,42.454931
1090,6104,1.17,,1.71446,1168,0.982,2.3176,1.3094,0.841,1.984,1.121,291.145201,44.062546
1091,5268,0.82,,0.46721,457,0.5126,1.2098,0.6835,1.122,2.647,1.496,291.049927,39.141674
1092,5406,0.84,,0.5437,764,0.553,1.3051,0.7374,0.724,1.708,0.965,296.042339,45.985146
1093,5893,1.06,,1.22252,797,0.8293,1.957,1.1057,1.04,2.456,1.387,291.646244,39.396624
1094,5952,1.157,,1.51571,698,0.9234,2.1791,1.2311,1.323,3.122,1.764,291.65317,44.688274
1095,4781,0.7,,0.23098,726,0.3605,0.8507,0.4806,0.496,1.172,0.662,291.808022,38.622703
1096,6077,1.15,,1.62723,1142,0.9567,2.2579,1.2756,0.838,1.977,1.117,295.463372,45.812744
1097,6496,1.54,,3.80998,1734,1.4639,3.4549,1.9519,0.844,1.992,1.126,296.968815,47.751488
1098,5931,1.17,,1.5282,1127,0.9272,2.1881,1.2362,0.823,1.942,1.097,289.406695,39.338834
1099,5374,0.83,,0.51837,427,0.54,1.2744,0.72,1.265,2.984,1.686,299.236933,45.834698
1100,8480,1.73,,13.9628,935,2.8025,6.6139,3.7367,2.997,7.074,3.996,294.991772,40.144409
1101,5641,0.93,,0.79011,1017,0.6667,1.5733,0.8889,0.656,1.547,0.874,291.933655,44.115505
1102,5612,0.93,,0.77399,619,0.6598,1.5572,0.8798,1.066,2.516,1.421,292.08478,49.23748
1103,5688,0.97,,0.88854,818,0.707,1.6684,0.9426,0.864,2.04,1.152,299.965664,44.160896
1104,6083,1.17,,1.69098,1288,0.9753,2.3017,1.3004,0.757,1.787,1.01,297.019131,44.327522
1105,5544,0.841,,0.60281,499,0.5823,1.3742,0.7764,1.167,2.754,1.556,296.981009,43.209751
1106,4904,0.74,,0.28573,635,0.4009,0.9461,0.5345,0.631,1.49,0.842,290.914483,42.286579
1107,6231,1.59,,3.43813,529,1.3907,3.282,1.8542,2.629,6.204,3.505,297.786606,47.886127
1108,5544,0.89,,0.6751,924,0.6162,1.4543,0.8216,0.667,1.574,0.889,288.280535,46.340904
1109,5500,0.9,,0.6687,796,0.6133,1.4474,0.8177,0.77,1.818,1.027,294.517667,50.670399
1110,3658,0.34,,0.01867,177,0.1025,0.2419,0.1367,0.579,1.367,0.772,286.594273,37.891266
1111,5683,0.94,,0.8315,910,0.6839,1.614,0.9119,0.752,1.774,1.002,295.481223,40.73198
1112,5798,0.93,,0.88181,668,0.7043,1.6621,0.939,1.054,2.488,1.406,285.691992,45.689396
1113,5664,0.95,,0.83799,996,0.6866,1.6203,0.9154,0.689,1.627,0.919,293.217384,42.720707
1114,5543,0.91,,0.70528,1163,0.6299,1.4865,0.8398,0.542,1.278,0.722,293.063338,39.403444
1115,5831,1,,1.04296,1258,0.7659,1.8076,1.0213,0.609,1.437,0.812,291.604495,41.309361
1116,4725,0.69,,0.21409,255,0.347,0.819,0.4627,1.361,3.212,1.815,287.997883,50.944332
1117,5403,0.81,,0.50444,234,0.5327,1.2571,0.7102,2.276,5.372,3.035,285.207485,45.38435
1118,5851,1.04,,1.14363,1109,0.8021,1.8928,1.0694,0.723,1.707,0.964,295.651494,49.261295
1119,5298,0.83,,0.48967,940,0.5248,1.2386,0.6998,0.558,1.318,0.744,286.367463,48.423935
1120,5569,0.9,,0.7029,821,0.6288,1.4839,0.8384,0.766,1.807,1.021,293.322404,42.86747
1121,5281,0.81,,0.4604,997,0.5089,1.201,0.6785,0.51,1.205,0.681,295.567982,42.478286
1122,5656,0.94,,0.81581,728,0.6774,1.5987,0.9032,0.931,2.196,1.241,286.002968,44.756592
1123,4512,0.68,,0.1729,545,0.3119,0.736,0.4158,0.572,1.35,0.763,284.107796,44.245808
1124,6807,1.84,,6.55776,971,1.9206,4.5326,2.5608,1.978,4.668,2.637,287.130272,48.665375
1125,5582,0.92,,0.74136,1101,0.6458,1.524,0.861,0.587,1.384,0.782,285.899242,48.307301
1126,5550,0.91,,0.70885,555,0.6314,1.4902,0.8419,1.138,2.685,1.517,287.945617,39.230568
1127,4605,0.667,,0.1805,255,0.3186,0.752,0.4248,1.25,2.949,1.666,294.121421,48.349525
1128,4850,0.73,,0.26602,657,0.3868,0.9129,0.5158,0.589,1.39,0.785,281.693981,46.946449
1129,5791,1.07,,1.16166,365,0.8084,1.9077,1.0778,2.215,5.227,2.953,290.543645,47.72588
1130,5685,0.96,,0.86848,697,0.6989,1.6495,0.9319,1.003,2.367,1.337,292.714435,44.082336
1131,5053,0.77,,0.34872,632,0.4429,1.0452,0.5905,0.701,1.654,0.934,287.302821,39.289688
1132,5753,0.96,,0.91079,1012,0.7158,1.6892,0.9544,0.707,1.669,0.943,290.043293,47.257977
1133,5064,0.75,,0.33373,714,0.4333,1.0225,0.5777,0.607,1.432,0.809,295.308161,43.044415
1134,4692,0.7,,0.21425,694,0.3472,0.8193,0.4629,0.5,1.181,0.667,286.716626,47.425633
1135,5941,1.14,,1.46064,1476,0.9064,2.1392,1.2086,0.614,1.449,0.819,292.547537,41.642956
1136,5054,0.77,,0.34899,682,0.4431,1.0456,0.5908,0.65,1.533,0.866,290.953557,45.719536
1137,5833,1.01,,1.06539,1023,0.7741,1.827,1.0322,0.757,1.786,1.009,294.18926,45.151577
1138,5979,1.205,,1.67411,631,0.9704,2.2902,1.2939,1.538,3.629,2.051,297.711849,45.261925
1139,4754,0.72,,0.23889,373,0.3666,0.8651,0.4888,0.983,2.319,1.31,296.724492,49.532715
1140,5470,0.85,,0.58356,763,0.5729,1.3521,0.7639,0.751,1.772,1.001,292.247793,47.878452
1141,3964,0.53,,0.06257,184,0.1876,0.4428,0.2501,1.02,2.406,1.359,290.434033,44.107651
1142,5470,0.88,,0.62548,1185,0.5932,1.3998,0.7909,0.501,1.181,0.667,289.147217,45.866181
1143,6327,1.43,,2.95638,1531,1.2896,3.0434,1.7194,0.842,1.988,1.123,297.477127,39.877247
1144,5842,1.03,,1.11485,987,0.7919,1.8689,1.0559,0.802,1.893,1.07,288.820587,39.522827
1145,5778,1,,1.00556,759,0.7521,1.7749,1.0028,0.991,2.338,1.321,288.924024,46.057632
1146,4679,0.71,,0.21798,346,0.3502,0.8264,0.4669,1.012,2.388,1.349,283.121049,43.525642
1147,6203,1.95,,5.07894,1258,1.6902,3.989,2.2537,1.344,3.171,1.791,292.233946,41.575213
1148,6217,1.28,,2.20821,1238,1.1145,2.6302,1.486,0.9,2.125,1.2,294.266335,45.204315
1149,6142,1.454,,2.71434,987,1.2356,2.9161,1.6475,1.252,2.955,1.669,294.74207,43.536835
1150,5519,0.89,,0.66301,1293,0.6107,1.4412,0.8143,0.472,1.115,0.63,287.879384,43.364075
1151,4253,0.57,,0.0959,428,0.2323,0.5481,0.3097,0.543,1.281,0.724,299.077103,45.44064
1152,5390,0.84,,0.53729,989,0.5498,1.2974,0.733,0.556,1.312,0.741,283.29213,45.434116
1153,6302,1.35,,2.59345,487,1.2078,2.8504,1.6104,2.48,5.853,3.307,290.235843,50.030087
1154,5183,0.79,,0.40633,447,0.4781,1.1283,0.6374,1.07,2.524,1.426,287.529634,38.894513
1155,6080,1.18,,1.71662,1081,0.9826,2.3191,1.3102,0.909,2.145,1.212,286.971267,44.708302
1156,5446,0.86,,0.58695,648,0.5746,1.356,0.7661,0.887,2.093,1.182,290.348519,50.902855
1157,4971,0.75,,0.30988,811,0.4175,0.9853,0.5567,0.515,1.215,0.686,298.302714,47.694023
1158,5157,0.82,,0.42906,911,0.4913,1.1594,0.655,0.539,1.273,0.719,287.297694,47.455437
1159,6191,1.23,,2.00517,538,1.062,2.5064,1.416,1.974,4.659,2.632,294.911573,46.491463
1160,6150,1.606,,3.3288,1430,1.3684,3.2294,1.8245,0.957,2.258,1.276,288.793037,48.040234
1161,5069,0.76,,0.34404,911,0.4399,1.0382,0.5866,0.483,1.14,0.644,292.16858,43.779675
1162,7044,1.95,,8.44585,615,2.1796,5.1439,2.9062,3.544,8.364,4.725,294.958926,38.591578
1163,5558,0.89,,0.68195,1292,0.6194,1.4617,0.8258,0.479,1.131,0.639,290.474507,37.766598
1164,5252,0.82,,0.46155,402,0.5095,1.2025,0.6794,1.267,2.991,1.69,293.131095,45.663548
1165,5936,1.04,,1.21154,829,0.8255,1.9482,1.1007,0.996,2.35,1.328,281.831445,42.298916
1166,5453,0.86,,0.58998,1244,0.5761,1.3595,0.7681,0.463,1.093,0.617,289.142702,46.812897
1167,5844,1.02,,1.09481,1023,0.7847,1.852,1.0463,0.767,1.81,1.023,297.919728,45.274162
1168,5712,0.97,,0.90363,829,0.7129,1.6826,0.9506,0.86,2.03,1.147,286.671437,49.406288
1169,4990,0.75,,0.31465,336,0.4207,0.9929,0.5609,1.252,2.955,1.669,288.456062,45.802124
1170,5212,0.81,,0.4368,454,0.4957,1.1698,0.6609,1.092,2.577,1.456,284.09764,47.810638
1171,5274,1.094,,0.8354,577,0.6855,1.6178,0.914,1.188,2.804,1.584,299.213164,41.424824
1172,6077,1.14,,1.59905,1284,0.9484,2.2382,1.2645,0.739,1.743,0.985,295.88751,43.156063
1173,6176,1.3,,2.21826,867,1.117,2.6362,1.4894,1.288,3.041,1.718,289.747314,39.523468
1174,5924,1.05,,1.225,1258,0.8301,1.959,1.1068,0.66,1.557,0.88,296.307949,43.82135
1175,5765,0.99,,0.97671,1378,0.7412,1.7493,0.9883,0.538,1.269,0.717,292.232425,38.892222
1176,5983,1.07,,1.32355,1193,0.8628,2.0363,1.1505,0.723,1.707,0.964,291.282055,46.965996
1177,5622,0.87,,0.68218,296,0.6195,1.4619,0.8259,2.093,4.939,2.79,287.241174,39.332757
1178,5635,0.93,,0.78675,1112,0.6652,1.57,0.887,0.598,1.412,0.798,288.479641,47.101768
1179,5975,1.09,,1.36616,1029,0.8766,2.0688,1.1688,0.852,2.011,1.136,286.892005,38.318556
1180,5913,1.06,,1.2392,1202,0.8349,1.9703,1.1132,0.695,1.639,0.926,283.103838,43.148045
1181,6012,1.16,,1.58595,883,0.9445,2.229,1.2593,1.07,2.524,1.426,298.426343,47.946785
1182,5595,0.839,,0.62233,733,0.5917,1.3963,0.7889,0.807,1.905,1.076,295.946421,42.658924
1183,4730,0.72,,0.2341,384,0.3629,0.8564,0.4838,0.945,2.23,1.26,284.999621,49.479977
1184,5308,0.81,,0.46988,876,0.5141,1.2133,0.6855,0.587,1.385,0.783,291.657776,48.009315
1185,5438,0.83,,0.54351,1108,0.5529,1.3049,0.7372,0.499,1.178,0.665,282.140566,43.89658
1186,5908,1.21,,1.60927,695,0.9514,2.2454,1.2686,1.369,3.231,1.825,288.144759,51.275627
1187,5590,0.92,,0.74562,616,0.6476,1.5284,0.8635,1.051,2.481,1.402,291.699538,38.145265
1188,4965,0.71,,0.27637,812,0.3943,0.9305,0.5257,0.486,1.146,0.647,284.351087,40.852979
1189,5756,0.97,,0.9318,946,0.724,1.7086,0.9653,0.765,1.806,1.02,292.369561,43.910809
1190,4708,0.72,,0.22978,505,0.3595,0.8485,0.4794,0.712,1.68,0.949,291.669272,42.59071
1191,5517,0.9,,0.67701,777,0.6171,1.4564,0.8228,0.794,1.874,1.059,288.834008,44.838249
1192,5889,1.17,,1.48537,540,0.9141,2.1572,1.2188,1.693,3.995,2.257,293.725872,47.247044
1193,5947,1.483,,2.48182,600,1.1815,2.7884,1.5754,1.969,4.647,2.626,286.243425,50.040382
1194,4096,0.534,,0.07241,376,0.2018,0.4763,0.2691,0.537,1.267,0.716,287.891632,39.339124
1195,4612,0.7,,0.20001,579,0.3354,0.7916,0.4472,0.579,1.367,0.772,296.603451,44.129257
1196,6177,1.24,,2.01953,1202,1.0658,2.5154,1.4211,0.887,2.093,1.182,294.614827,40.833172
1197,5834,1.04,,1.13039,1393,0.7974,1.8819,1.0632,0.572,1.351,0.763,292.290612,44.653255
1198,4105,0.61,,0.09533,269,0.2316,0.5465,0.3087,0.861,2.032,1.148,292.773384,44.178127
1199,5825,1.03,,1.10193,1282,0.7873,1.858,1.0497,0.614,1.449,0.819,289.441483,42.498135
1200,5226,0.81,,0.44151,766,0.4983,1.1761,0.6645,0.651,1.535,0.867,290.279709,41.515049
1201,4877,0.75,,0.2871,807,0.4019,0.9484,0.5358,0.498,1.175,0.664,295.938407,49.791145
1202,5909,1.06,,1.23585,946,0.8338,1.9677,1.1117,0.881,2.08,1.175,295.064243,49.358994
1203,5001,0.76,,0.32595,877,0.4282,1.0105,0.5709,0.488,1.152,0.651,291.881263,44.555729
1204,6210,1.38,,2.55518,558,1.1989,2.8293,1.5985,2.149,5.07,2.865,287.584891,49.154793
1205,5311,0.701,,0.35273,622,0.4454,1.0512,0.5939,0.716,1.69,0.955,286.162064,39.677995
1206,5568,0.92,,0.73395,1155,0.6425,1.5164,0.8567,0.556,1.313,0.742,292.832145,48.219357
1207,5705,0.94,,0.84445,1486,0.6892,1.6265,0.9189,0.464,1.095,0.618,285.720788,40.856961
1208,6051,1.15,,1.59956,1304,0.9486,2.2386,1.2647,0.727,1.717,0.97,296.853432,50.037354
1209,6050,1.21,,1.76966,685,0.9977,2.3546,1.3303,1.457,3.437,1.942,289.485822,50.944164
1210,5130,0.8,,0.3999,757,0.4743,1.1193,0.6324,0.627,1.479,0.835,285.142638,49.800667
1211,5616,0.93,,0.7762,701,0.6608,1.5594,0.881,0.943,2.225,1.257,297.463622,48.181416
1212,5743,0.98,,0.94255,1124,0.7281,1.7184,0.9708,0.648,1.529,0.864,287.405321,45.918007
1213,5905,1.08,,1.27945,1363,0.8483,2.0021,1.1311,0.622,1.469,0.83,289.186676,50.937557
1214,5986,1.1,,1.40162,667,0.8879,2.0955,1.1839,1.331,3.142,1.775,291.578982,44.531715
1215,5944,1.94,,4.23853,622,1.5441,3.644,2.0588,2.482,5.859,3.31,297.215809,47.378515
1216,6050,1.216,,1.78725,946,1.0027,2.3663,1.3369,1.06,2.501,1.413,291.111883,39.949104
1217,5842,0.99,,1.02994,958,0.7611,1.7963,1.0149,0.795,1.875,1.059,297.070369,42.977741
1218,5194,0.82,,0.4415,909,0.4983,1.1761,0.6645,0.548,1.294,0.731,285.822349,45.711891
1219,5239,0.8,,0.43498,455,0.4946,1.1674,0.6595,1.087,2.566,1.45,294.889655,49.379768
1220,4870,0.75,,0.28545,455,0.4007,0.9457,0.5343,0.881,2.078,1.174,285.29575,44.552753
1221,6155,1.22,,1.92721,578,1.0412,2.4572,1.3882,1.801,4.251,2.402,286.625763,37.537304
1222,6140,1.19,,1.81578,1241,1.0106,2.3851,1.3475,0.814,1.922,1.086,290.633291,40.136994
1223,5923,1.02,,1.15522,779,0.8061,1.9024,1.0748,1.035,2.442,1.38,296.376909,50.621468
1224,5747,0.95,,0.8882,667,0.7068,1.6681,0.9424,1.06,2.501,1.413,287.066378,41.874908
1225,5063,0.74,,0.32463,547,0.4273,1.0085,0.5698,0.781,1.844,1.042,296.553083,46.96629
1226,3784,0.51,,0.04811,236,0.1645,0.3882,0.2193,0.697,1.645,0.929,297.486691,46.996716
1227,6089,1.264,,1.98141,934,1.0557,2.4915,1.4076,1.13,2.668,1.507,296.998621,42.781956
1228,5961,1.08,,1.32868,1433,0.8645,2.0403,1.1527,0.603,1.424,0.804,283.2645,41.711449
1229,5778,1,,1.00556,948,0.7521,1.7749,1.0028,0.793,1.872,1.058,288.588357,42.605659
1230,5471,0.89,,0.64024,740,0.6001,1.4163,0.8002,0.811,1.914,1.081,296.550043,49.102322
1231,6198,1.25,,2.08029,1281,1.0817,2.5529,1.4423,0.844,1.993,1.126,297.375101,46.662216
1232,4967,0.76,,0.31718,866,0.4224,0.9968,0.5632,0.488,1.151,0.65,287.522025,51.37586
1233,5541,0.9,,0.68887,533,0.6225,1.4691,0.83,1.168,2.756,1.557,284.903015,43.95396
1234,5337,0.82,,0.49217,1078,0.5262,1.2417,0.7015,0.488,1.152,0.651,295.624706,42.545898
1235,5472,0.9,,0.65519,1121,0.6071,1.4327,0.8094,0.542,1.278,0.722,295.629266,44.69062
1236,6386,1.48,,3.28652,1533,1.3597,3.2088,1.8129,0.887,2.093,1.183,297.905795,40.162858
1237,6564,1.57,,4.12829,2511,1.5239,3.5963,2.0318,0.607,1.432,0.809,293.127381,42.320103
1238,4984,0.636,,0.22518,383,0.3559,0.8399,0.4745,0.929,2.193,1.239,286.752797,49.064911
1239,5682,0.96,,0.86665,614,0.6982,1.6478,0.9309,1.137,2.684,1.516,282.999715,40.55745
1240,5261,0.8,,0.44233,936,0.4988,1.1772,0.6651,0.533,1.258,0.711,294.576248,38.456974
1241,4895,0.74,,0.28364,682,0.3994,0.9427,0.5326,0.586,1.382,0.781,284.60621,41.196384
1242,5667,0.94,,0.82218,877,0.6801,1.6049,0.9067,0.775,1.83,1.034,294.009462,42.880772
1243,6680,1.77,,5.62794,764,1.7792,4.199,2.3723,2.329,5.496,3.105,282.301216,46.516201
1244,5306,0.83,,0.49263,861,0.5264,1.2423,0.7019,0.611,1.443,0.815,290.744327,43.260777
1245,4611,0.69,,0.19417,435,0.3305,0.7799,0.4406,0.76,1.793,1.013,287.657402,48.982166
1246,5303,0.82,,0.47975,1094,0.5195,1.226,0.6926,0.475,1.121,0.633,294.533553,46.618271
1247,6149,1.21,,1.88836,540,1.0306,2.4323,1.3742,1.909,4.504,2.545,288.059319,51.354454
1248,6202,1.28,,2.18697,1674,1.1091,2.6176,1.4788,0.663,1.564,0.883,296.894856,44.37178
1249,3810,0.512,,0.04984,171,0.1674,0.3951,0.2232,0.979,2.311,1.305,298.258123,47.604946
1250,5717,0.98,,0.9256,1371,0.7216,1.7029,0.9621,0.526,1.242,0.702,287.793862,45.98024
1251,5545,0.89,,0.67559,863,0.6165,1.4548,0.8219,0.714,1.686,0.952,292.115153,49.256428
1252,5949,1.09,,1.34254,828,0.869,2.0509,1.1587,1.05,2.477,1.399,298.950318,46.692799
1253,5850,1.1,,1.27851,390,0.848,2.0014,1.1307,2.174,5.132,2.899,283.885115,47.637222
1254,4985,0.75,,0.31339,676,0.4199,0.9909,0.5598,0.621,1.466,0.828,285.173326,48.770042
1255,6018,1.12,,1.48437,1344,0.9138,2.1565,1.2183,0.68,1.605,0.907,295.239275,42.726479
1256,6129,1.36,,2.35469,862,1.1509,2.7161,1.5345,1.335,3.151,1.78,291.474304,44.683514
1257,5502,0.87,,0.62577,1081,0.5933,1.4002,0.7911,0.549,1.295,0.732,296.075676,45.627056
1258,5839,0.99,,1.02783,651,0.7604,1.7945,1.0138,1.168,2.756,1.557,285.404941,49.994747
1259,5053,0.77,,0.34872,704,0.4429,1.0452,0.5905,0.629,1.485,0.839,297.841489,46.967682
1260,6239,1.358,,2.5209,231,1.1908,2.8103,1.5877,5.155,12.166,6.873,289.347291,44.208553
1261,5961,1.08,,1.32868,1041,0.8645,2.0403,1.1527,0.83,1.96,1.107,295.591254,42.555241
1262,5006,0.77,,0.33592,795,0.4347,1.0259,0.5796,0.547,1.29,0.729,285.23245,48.806721
1263,5771,0.98,,0.96107,1153,0.7353,1.7352,0.9803,0.638,1.505,0.85,288.771814,42.213219
1264,5213,0.8,,0.42641,695,0.4898,1.1558,0.653,0.705,1.663,0.94,286.483651,46.752617
1265,5791,0.98,,0.97446,814,0.7404,1.7472,0.9871,0.91,2.146,1.213,289.884378,45.211502
1266,4630,0.69,,0.19739,581,0.3332,0.7864,0.4443,0.574,1.353,0.765,284.585789,47.079533
1267,5044,0.76,,0.33731,901,0.4356,1.028,0.5808,0.483,1.141,0.645,285.869287,42.728096
1268,6096,1.2,,1.79407,1628,1.0046,2.3708,1.3394,0.617,1.456,0.823,299.169533,43.441094
1269,5904,1.09,,1.30237,1406,0.8559,2.02,1.1412,0.609,1.437,0.812,287.838481,43.153236
1270,5998,1.15,,1.54425,710,0.932,2.1995,1.2427,1.313,3.098,1.75,287.805581,45.340549
1271,6106,1.359,,2.31613,353,1.1414,2.6937,1.5219,3.233,7.631,4.311,285.189985,46.027962
1272,5047,3.38,,6.68749,1204,1.9395,4.5773,2.586,1.611,3.802,2.148,286.715634,48.645279
1273,6143,1.23,,1.9437,885,1.0456,2.4677,1.3942,1.181,2.788,1.575,286.344287,37.411973
1274,5926,1.09,,1.32189,896,0.8623,2.035,1.1497,0.962,2.271,1.283,285.219843,38.805878
1275,5566,0.91,,0.71705,1355,0.6351,1.4988,0.8468,0.469,1.106,0.625,285.803226,44.873428
