loc_rowid,kepid,kepler_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1362,6949061,Kepler-343 b,CANDIDATE,1,0,0,0,0,8.96847034,3.09E-05,-3.09E-05,139.39473,2.53E-03,-2.53E-03,0.558,0.057,-0.45,4.4073,0.082,-0.082,2.34E+02,6.80E+00,-6.80E+00,2.17,3.50E-01,-3.90E-01,87.58,,,1024,,,259.95,116.38,-98.45,38.2,145,5808,105,-117,1.374,0.221,-0.246,291.96069,42.43301,14.128
1363,7269493,Kepler-1027 b,CANDIDATE,1,0,0,0,0,1.907810683,3.17E-06,-3.17E-06,131.63784,1.41E-03,-1.41E-03,0.41,0.037,-0.41,1.8707,0.0447,-0.0447,1.21E+02,3.50E+00,-3.50E+00,0.91,9.00E-02,-4.00E-02,86.74,,,1268,,,609.28,188.3,-95.41,40.9,703,5435,97,-119,0.824,0.086,-0.033,287.57117,42.813919,12.852
1364,5513648,,CANDIDATE,1,0,0,0,0,32.85862571,9.21E-05,-9.21E-05,133.51202,2.32E-03,-2.32E-03,0.955,0.017,-0.666,3.1483,0.0838,-0.0838,1.63E+02,5.10E+00,-5.10E+00,2.31,1.50E-01,-1.00E-01,88,,,691,,,53.85,10.06,-7.41,36.4,31,5899,79,-79,1.414,0.086,-0.065,284.23398,40.79454,10.77
1366,7887791,,CANDIDATE,1,0,0,0,0,2.229326354,6.27E-06,-6.27E-06,133.09423,2.39E-03,-2.39E-03,0.249,0.206,-0.249,1.9946,0.0708,-0.0708,4.91E+01,2.30E+00,-2.30E+00,0.6,8.00E-02,-3.00E-02,88.29,,,1273,,,621.53,230.43,-111.96,24.6,603,5587,110,-110,0.865,0.109,-0.05,290.7037,43.607208,10.687
1367,11657891,Kepler-1028 b,CANDIDATE,1,0,0,0,0,2.514628496,4.43E-06,-4.43E-06,132.90904,1.43E-03,-1.43E-03,0.247,0.218,-0.247,1.6239,0.0517,-0.0517,2.28E+02,8.20E+00,-8.20E+00,1.27,3.10E-01,-1.10E-01,88.78,,,1217,,,517.89,376.64,-126.58,33.3,526,5662,152,-152,0.84,0.207,-0.069,289.59308,49.781158,14.325
1368,6305192,Kepler-494 b,CANDIDATE,1,0,0,0,0,8.025118521,3.17E-06,-3.17E-06,132.469133,3.25E-04,-3.25E-04,0.454,0.042,-0.323,5.3694,0.0396,-0.0396,3.12E+03,1.06E+01,-1.06E+01,7.79,1.37E+00,-1.37E+00,87.6,,,1093,,,336.73,167.37,-125.86,373,169,6002,120,-120,1.369,0.241,-0.241,297.21408,41.66404,14.153
1369,6382217,Kepler-353 b,CANDIDATE,1,0,0,0,0,5.79529495,3.62E-05,-3.62E-05,136.77974,5.46E-03,-5.46E-03,0.714,0.236,-0.493,2.272,0.147,-0.147,3.34E+02,2.60E+01,-2.60E+01,1.05,6.00E-02,-7.00E-02,87.11,,,534,,,19.23,3.97,-4.03,14.8,219,3757,75,-83,0.539,0.03,-0.038,296.85663,41.758179,15.773
1370,9634821,,CANDIDATE,0.979,0,0,0,0,73.7578875,4.30E-04,-4.30E-04,183.72348,4.88E-03,-4.88E-03,0.714,0.205,-0.487,2.69,0.115,-0.115,1.84E+03,9.88E+01,-9.88E+01,4.28,2.21E+00,-6.60E-01,89.74,,,375,,,4.66,7.81,-1.77,20.2,15,5029,192,-174,0.93,0.481,-0.144,284.34274,46.316551,15.213
1371,9634821,,CANDIDATE,1,0,0,0,0,8.56267266,4.31E-05,-4.31E-05,355.13518,3.48E-03,-3.48E-03,0.335,0.126,-0.335,1.53,0.129,-0.129,6.08E+02,5.06E+01,-5.06E+01,2.26,1.17E+00,-3.50E-01,89.54,,,768,,,82.22,137.64,-31.21,15.2,132,5029,192,-174,0.93,0.481,-0.144,284.34274,46.316551,15.213
1372,8950568,Kepler-85 b,CANDIDATE,1,0,0,0,0,8.30537702,3.94E-05,-3.94E-05,139.7437,4.40E-03,-4.40E-03,0.489,0.634,-0.489,3.751,0.601,-0.601,3.66E+02,2.66E+01,-2.66E+01,1.69,1.80E-01,-1.30E-01,88.14,,,809,,,101.43,32.2,-21.9,28.5,158,5435,109,-109,0.873,0.09,-0.068,290.97342,45.290321,14.779
1373,3326377,Kepler-967 b,CANDIDATE,1,0,0,0,0,13.22714056,2.73E-05,-2.73E-05,142.20251,1.66E-03,-1.66E-03,0.013,0.406,-0.013,3.2861,0.051,-0.051,8.12E+02,1.78E+01,-1.78E+01,2.22,1.50E-01,-1.20E-01,89.98,,,638,,,39.1,9.11,-6.79,51.8,100,5180,103,-103,0.8,0.054,-0.043,286.55807,38.405369,14.443
1374,11601584,Kepler-324 c,CANDIDATE,1,0,0,0,0,51.8098276,2.29E-04,-2.29E-04,182.97335,3.27E-03,-3.27E-03,0.273,0.668,-0.597,6.343,0.454,-0.454,1.03E+03,2.32E+01,-2.32E+01,2.6,1.90E-01,-1.60E-01,89.75,,,410,,,6.71,1.66,-1.25,56.8,17,5191,103,-103,0.826,0.061,-0.05,286.47147,49.649021,14.122
1375,11601584,Kepler-324 b,CANDIDATE,0.95,0,0,0,0,4.38536428,1.37E-05,-1.37E-05,139.22548,2.58E-03,-2.58E-03,0.335,0.117,-0.335,2.5126,0.0777,-0.0777,1.99E+02,8.50E+00,-8.50E+00,1.15,9.00E-02,-7.00E-02,88.5,,,935,,,180.22,44.6,-33.41,25.9,240,5191,103,-103,0.826,0.061,-0.05,286.47147,49.649021,14.122
1376,11601584,,CANDIDATE,0.85,0,0,0,0,34.20578508,,,148.8050925,,,0.319,,,5.1691,,,1.83E+02,,,1.1,9.00E-02,-6.00E-02,89.62,,,471,,,11.67,2.89,-2.16,11.6,27,5191,103,-103,0.826,0.061,-0.05,286.47147,49.649021,14.122
1377,11601584,,CANDIDATE,0.98,0,0,0,0,13.97945055,3.92E-05,-3.92E-05,142.33829,2.25E-03,-2.25E-03,0.924,0.015,-0.645,1.2325,0.08,-0.08,3.56E+02,2.59E+01,-2.59E+01,1.97,1.50E-01,-1.20E-01,88.6,,,635,,,38.44,9.51,-7.13,17.1,71,5191,103,-103,0.826,0.061,-0.05,286.47147,49.649021,14.122
1378,8689793,Kepler-1003 b,CANDIDATE,1,0,0,0,0,3.554856338,6.66E-06,-6.66E-06,131.80398,1.59E-03,-1.59E-03,0.331,0.093,-0.331,2.1004,0.0428,-0.0428,2.33E+02,6.70E+00,-6.70E+00,1.29,3.70E-01,-1.00E-01,88.47,,,1157,,,425.04,359.93,-100.9,40.8,377,6068,163,-181,0.831,0.24,-0.06,292.02045,44.876221,14.053
1379,11673802,Kepler-1004 b,CANDIDATE,1,0,0,0,0,5.28790754,1.13E-05,-1.13E-05,135.36119,1.80E-03,-1.80E-03,0.474,0.354,-0.273,8.5274,0.0591,-0.0591,3.44E+02,4.30E+00,-4.30E+00,7.1,3.50E-01,-9.60E-01,83.69,,,1661,,,1802.31,262.7,-548.56,90.6,255,4994,52,-89,3.818,0.185,-0.517,297.35928,49.79755,13.427
1380,4263293,Kepler-331 b,CANDIDATE,1,0,0,0,0,8.45746636,3.05E-05,-3.05E-05,133.87132,2.98E-03,-2.98E-03,0.209,0.253,-0.209,2.2906,0.0941,-0.0941,1.32E+03,6.74E+01,-6.74E+01,1.87,1.60E-01,-1.60E-01,89.58,,,540,,,20.08,6.25,-5.4,21.8,164,4347,117,-143,0.524,0.045,-0.045,291.83432,39.307362,15.862
1381,4263293,Kepler-331 c,CANDIDATE,1,0,0,0,0,17.28116957,9.00E-05,-9.00E-05,136.00718,4.01E-03,-4.01E-03,0.206,0.271,-0.206,2.829,0.137,-0.137,1.56E+03,8.33E+01,-8.33E+01,2.04,1.70E-01,-1.80E-01,89.75,,,425,,,7.75,2.41,-2.08,20.3,81,4347,117,-143,0.524,0.045,-0.045,291.83432,39.307362,15.862
1382,4263293,Kepler-331 d,CANDIDATE,0.243,0,0,0,0,32.1340014,2.55E-04,-2.55E-04,142.27582,6.67E-03,-6.67E-03,0.256,0.191,-0.256,2.691,0.205,-0.205,1.26E+03,1.16E+02,-1.16E+02,1.84,1.50E-01,-1.60E-01,89.84,,,346,,,3.39,1.05,-0.92,11.8,40,4347,117,-143,0.524,0.045,-0.045,291.83432,39.307362,15.862
1383,5695524,,CANDIDATE,0.938,0,0,0,0,59.7711433,2.15E-04,-2.15E-04,148.96886,2.98E-03,-2.98E-03,0.899,0.03,-0.619,4.843,0.107,-0.107,5.75E+02,1.73E+01,-1.73E+01,3.17,1.09E+00,-4.30E-01,88.9,,,522,,,17.53,17.71,-6.19,38.5,23,6214,173,-217,1.122,0.384,-0.153,288.57443,40.988659,13.952
1384,6205897,Kepler-1029 b,CANDIDATE,1,0,0,0,0,4.417692516,9.04E-06,-9.04E-06,133.96139,1.59E-03,-1.59E-03,0.971,0.043,-0.685,2.323,0.122,-0.122,2.79E+02,9.00E+00,-9.00E+00,1.57,9.00E-02,-6.00E-02,78.17,,,790,,,92.16,17.36,-12.69,35.1,302,4766,77,-77,0.664,0.037,-0.027,292.13297,41.547539,14.31
1385,7948784,,CANDIDATE,1,0,0,0,0,10.08744556,2.42E-05,-2.42E-05,135.13582,2.18E-03,-2.18E-03,0.921,0.003,-0.636,2.9884,0.0713,-0.0713,5.68E+02,1.61E+01,-1.61E+01,3.15,9.00E-01,-3.80E-01,85.49,,,942,,,186.14,155.73,-60.51,39.9,130,6310,168,-205,1.095,0.313,-0.134,287.36127,43.738781,15.079
1386,9244756,,CANDIDATE,1,0,0,0,0,16.34355902,7.64E-05,-7.64E-05,145.04116,3.63E-03,-3.63E-03,0.716,0.203,-0.478,5.474,0.122,-0.122,8.29E+02,2.75E+01,-2.75E+01,3.26,5.00E-01,-2.90E-01,87.56,,,730,,,67.34,27,-14.74,34,84,5730,77,-86,1.056,0.161,-0.094,300.41751,45.605518,15.017
1387,9650808,Kepler-344 b,CANDIDATE,1,0,0,0,0,21.96401646,6.96E-05,-6.96E-05,133.03586,2.51E-03,-2.51E-03,0.483,0,-0.446,2.7509,0.0766,-0.0766,6.93E+02,2.83E+01,-2.83E+01,2.57,7.20E-01,-3.10E-01,89.5,,,643,,,40.41,33.23,-12.7,26.9,63,5774,156,-173,0.958,0.268,-0.115,292.49963,46.324409,15.378
1388,9650808,Kepler-344 c,CANDIDATE,0.899,0,0,0,0,125.602323,1.11E-03,-1.11E-03,215.4336,6.29E-03,-6.29E-03,0.065,0.4,-0.065,7.105,0.206,-0.206,9.26E+02,4.11E+01,-4.11E+01,2.89,8.10E-01,-3.50E-01,89.97,,,360,,,3.95,3.25,-1.24,23.3,10,5774,156,-173,0.958,0.268,-0.115,292.49963,46.324409,15.378
1389,8950568,Kepler-85 c,CANDIDATE,1,0,0,0,0,12.51353325,6.15E-05,-6.15E-05,139.42461,4.07E-03,-4.07E-03,0.596,0.035,-0.47,4.301,0.157,-0.157,4.31E+02,1.64E+01,-1.64E+01,1.88,1.90E-01,-1.50E-01,88.14,,,706,,,58.69,18.63,-12.67,30,103,5435,109,-109,0.873,0.09,-0.068,290.97342,45.290321,14.779
1390,8950568,Kepler-85 d,CANDIDATE,0.889,0,0,0,0,17.9134215,2.15E-04,-2.15E-04,135.52921,9.27E-03,-9.27E-03,0.832,0.146,-0.587,4.364,0.244,-0.244,1.98E+02,1.85E+01,-1.85E+01,1.39,1.50E-01,-1.00E-01,87.39,,,626,,,36.38,11.55,-7.85,11.4,65,5435,109,-109,0.873,0.09,-0.068,290.97342,45.290321,14.779
1391,8950568,Kepler-85 e,CANDIDATE,0.998,0,0,0,0,25.2149143,3.99E-04,-3.99E-04,152.6912,1.56E-02,-1.56E-02,0.599,0.376,-0.389,5.76,0.514,-0.514,1.74E+02,2.38E+01,-2.38E+01,1.19,1.30E-01,-9.00E-02,88.74,,,559,,,23.05,7.31,-4.98,9.9,53,5435,109,-109,0.873,0.09,-0.068,290.97342,45.290321,14.779
1392,8804845,,CANDIDATE,0.951,0,0,0,0,5.42586901,1.77E-05,-1.77E-05,135.86589,2.74E-03,-2.74E-03,0.1,0.336,-0.1,2.5342,0.0836,-0.0836,2.59E+02,1.08E+01,-1.08E+01,1.48,2.00E-01,-8.00E-02,89.65,,,973,,,211.66,76.42,-34.67,26.1,250,5594,75,-83,0.934,0.127,-0.054,285.38742,45.049049,14.305
1393,10480915,,CANDIDATE,1,0,0,0,0,19.58561177,4.53E-05,-4.53E-05,132.36472,1.98E-03,-1.98E-03,0.964,0.025,-0.675,1.755,0.111,-0.111,5.33E+02,2.37E+01,-2.37E+01,3.09,4.10E-01,-3.40E-01,88.19,,,666,,,46.51,18.16,-12.21,27.1,57,5618,112,-101,0.996,0.133,-0.109,295.79218,47.600101,14.18
1394,11709244,Kepler-325 b,CANDIDATE,1,0,0,0,0,4.544436472,6.76E-06,-6.76E-06,134.90159,1.27E-03,-1.27E-03,0.731,0.162,-0.494,1.8141,0.0444,-0.0444,8.79E+02,2.41E+01,-2.41E+01,3,3.40E-01,-2.50E-01,86.99,,,1017,,,253.48,79.06,-52.84,42.5,299,5445,81,-81,0.937,0.105,-0.078,289.83542,49.82563,15.009
1395,11709244,Kepler-325 c,CANDIDATE,0.974,0,0,0,0,12.76220558,5.55E-05,-5.55E-05,143.73026,3.91E-03,-3.91E-03,0.955,0.012,-0.729,2.0688,0.0823,-0.0823,6.54E+02,4.34E+01,-4.34E+01,3.18,3.50E-01,-2.70E-01,87.01,,,721,,,63.86,19.92,-13.31,17.4,95,5445,81,-81,0.937,0.105,-0.078,289.83542,49.82563,15.009
1396,11709244,Kepler-325 d,CANDIDATE,0.999,0,0,0,0,38.7149617,2.51E-04,-2.51E-04,134.0313,5.00E-03,-5.00E-03,0.691,0.053,-0.494,3.441,0.164,-0.164,6.95E+02,4.63E+01,-4.63E+01,2.62,3.00E-01,-2.10E-01,89.39,,,498,,,14.55,4.53,-3.04,16.2,34,5445,81,-81,0.937,0.105,-0.078,289.83542,49.82563,15.009
1398,11853878,Kepler-968 b,CANDIDATE,1,0,0,0,0,3.69298623,7.32E-06,-7.32E-06,132.73624,1.60E-03,-1.60E-03,0.775,0.051,-0.531,1.7744,0.0543,-0.0543,7.63E+02,2.57E+01,-2.57E+01,1.74,1.50E-01,-1.50E-01,85.88,,,745,,,72.66,22.54,-19.48,33.9,287,4402,118,-144,0.572,0.049,-0.049,285.60254,50.112041,14.265
1399,5728139,Kepler-433 b,CANDIDATE,1,0,0,0,0,5.334082429,1.33E-06,-1.33E-06,131.981761,2.08E-04,-2.08E-04,0.045,0.052,-0.045,6.2226,0.00687,-0.00687,4.68E+03,8.30E+00,-8.30E+00,13.08,2.45E+00,-3.00E+00,89.63,,,1495,,,1180.64,571.89,-512.17,653.4,253,6332,82,-75,1.905,0.357,-0.437,297.59366,40.977268,14.463
1400,7668663,Kepler-1005 b,CANDIDATE,1,0,0,0,0,6.4980147,1.41E-05,-1.41E-05,136.00108,1.78E-03,-1.78E-03,0.92,0.015,-0.662,2.4384,0.0353,-0.0353,1.91E+02,5.40E+00,-5.40E+00,1.87,2.70E-01,-2.80E-01,84,,,1026,,,262.18,109.5,-86.92,41.2,200,5727,104,-115,1.104,0.164,-0.164,286.28601,43.320461,13.25
1401,7047922,Kepler-1006 b,CANDIDATE,0.975,0,0,0,0,19.76169247,6.98E-05,-6.98E-05,135.17794,2.80E-03,-2.80E-03,0.924,0.032,-0.639,3.9097,0.0871,-0.0871,3.93E+02,1.18E+01,-1.18E+01,2.81,9.40E-01,-6.20E-01,86.86,,,791,,,92.38,103.55,-53.14,35.3,68,6327,291,-542,1.175,0.389,-0.259,295.75412,42.537479,14.563
1402,9353314,Kepler-1007 b,CANDIDATE,1,0,0,0,0,5.18498961,1.16E-05,-1.16E-05,131.8814,1.85E-03,-1.85E-03,0.021,0.415,-0.021,2.1397,0.058,-0.058,4.30E+02,1.37E+01,-1.37E+01,1.15,9.00E-02,-1.20E-01,89.94,,,652,,,42.62,13.44,-12.09,36.4,261,4325,131,-131,0.56,0.045,-0.056,295.90656,45.80912,14.744
1403,3629967,,CANDIDATE,0.956,0,0,0,0,85.6542476,4.33E-04,-4.33E-04,155.12346,3.87E-03,-3.87E-03,0.012,0.442,-0.012,6.866,0.122,-0.122,4.76E+02,1.49E+01,-1.49E+01,3.56,5.40E-01,-8.20E-01,89.99,,,522,,,17.51,6.89,-7.72,36.6,16,5818,69,-86,1.647,0.252,-0.378,286.40231,38.738541,13.34
1404,9347009,Kepler-1030 b,CANDIDATE,1,0,0,0,0,19.32945602,9.04E-05,-9.04E-05,133.26717,3.56E-03,-3.56E-03,0.009,0.457,-0.009,3.794,0.122,-0.122,9.36E+02,4.02E+01,-4.02E+01,2.26,2.70E-01,-1.40E-01,89.99,,,529,,,18.57,7.7,-4.03,26.8,67,5026,149,-149,0.763,0.093,-0.046,293.68192,45.817558,15.719
1405,11253711,,CANDIDATE,0.991,0,0,0,0,17.79108667,4.41E-05,-4.41E-05,149.25344,1.97E-03,-1.97E-03,0.654,0.037,-0.495,2.662,0.0593,-0.0593,4.14E+02,1.13E+01,-1.13E+01,2.88,4.70E-01,-6.40E-01,89.06,,,830,,,112.09,48.4,-47,39.8,75,5855,79,-70,1.34,0.221,-0.294,296.08975,48.955372,13.8
1406,4917596,Kepler-1032 b,CANDIDATE,1,0,0,0,0,3.290114076,6.23E-06,-6.23E-06,133.15709,1.68E-03,-1.68E-03,0.203,0.248,-0.203,1.5151,0.0536,-0.0536,6.45E+02,2.57E+01,-2.57E+01,1.49,1.20E-01,-1.30E-01,89.3,,,802,,,97.96,29.97,-25.46,30.3,408,4484,134,-134,0.594,0.046,-0.051,289.93085,40.097752,15.753
1408,11046458,Kepler-424 b,CANDIDATE,1,0,0,0,0,3.311864148,3.55E-07,-3.55E-07,131.7427761,8.65E-05,-8.65E-05,0.905,0.005,-0.007,1.4049,0.0139,-0.0139,5.98E+03,2.42E+01,-2.42E+01,9.06,1.16E+00,-3.30E-01,85.26,,,1116,,,365.94,125.14,-46.03,448.2,319,5461,73,-82,0.937,0.12,-0.034,298.62488,48.57745,14.256
1409,9111849,,CANDIDATE,0.994,0,0,0,0,63.0732241,2.87E-04,-2.87E-04,191.2532,3.54E-03,-3.54E-03,0.746,0.184,-0.533,5.397,0.122,-0.122,6.71E+02,2.55E+01,-2.55E+01,17.8,4.46E+00,-8.91E+00,89.32,,,1077,,,317.78,202.95,-242.18,30,23,6234,74,-74,6.354,1.59,-3.18,298.75018,45.4664,13.089
1410,7132798,Kepler-119 b,CANDIDATE,1,0,0,0,0,2.422084188,4.83E-07,-4.83E-07,132.940079,1.65E-04,-1.65E-04,0.058,0.229,-0.058,2.5613,0.00828,-0.00828,1.87E+03,5.20E+00,-5.20E+00,3.55,7.50E-01,-3.20E-01,89.56,,,1213,,,511.66,323.27,-136.32,423.7,551,5598,149,-166,0.83,0.176,-0.075,295.94641,42.65892,14.236
1411,3448130,,CANDIDATE,0.983,0,0,0,0,78.5461106,4.25E-04,-4.25E-04,144.06871,4.04E-03,-4.04E-03,0.044,0.366,-0.044,8.689,0.131,-0.131,6.59E+02,2.13E+01,-2.13E+01,3.55,5.80E-01,-6.40E-01,89.96,,,501,,,14.85,6.34,-5.44,35.6,18,5808,78,-78,1.397,0.228,-0.254,292.5878,38.52203,14.087
1412,9656252,Kepler-1068 b,CANDIDATE,1,0,0,0,0,16.92342126,5.95E-05,-5.95E-05,145.81407,2.80E-03,-2.80E-03,0.515,0.385,-0.307,4.1864,0.0904,-0.0904,1.13E+03,3.18E+01,-3.18E+01,3.4,5.00E-01,-2.20E-01,88.93,,,702,,,57.37,22.47,-9.99,40.8,70,5786,78,-86,0.99,0.147,-0.063,294.64816,46.392361,15.818
1413,6026438,Kepler-354 b,CANDIDATE,1,0,0,0,0,5.47665801,1.35E-05,-1.35E-05,135.70431,2.14E-03,-2.14E-03,0.788,0.127,-0.567,2.5482,0.0702,-0.0702,6.48E+02,2.28E+01,-2.28E+01,2.01,1.30E-01,-1.80E-01,85.82,,,741,,,71,18.57,-18.52,32.1,188,4650,125,-139,0.706,0.046,-0.061,285.75146,41.33564,15.549
1414,9471268,Kepler-326 c,CANDIDATE,1,0,0,0,0,4.580346161,7.04E-06,-7.04E-06,134.0754,1.31E-03,-1.31E-03,0.384,0.077,-0.384,2.097,0.0384,-0.0384,3.08E+02,6.80E+00,-6.80E+00,1.38,9.00E-02,-7.00E-02,88.6,,,889,,,147.56,33.76,-23.82,49.8,268,5103,101,-101,0.789,0.052,-0.037,294.32553,46.002251,13.693
1415,9471268,Kepler-326 b,CANDIDATE,1,0,0,0,0,2.248288213,2.61E-06,-2.61E-06,133.425805,9.57E-04,-9.57E-04,0.004,0.46,-0.004,2.0361,0.0311,-0.0311,2.63E+02,5.00E+00,-5.00E+00,1.25,8.00E-02,-6.00E-02,89.97,,,1127,,,380.75,87.12,-61.45,59.7,596,5103,101,-101,0.789,0.052,-0.037,294.32553,46.002251,13.693
1416,9471268,Kepler-326 d,CANDIDATE,1,0,0,0,0,6.76690759,1.44E-05,-1.44E-05,136.61633,1.80E-03,-1.80E-03,0.648,0.267,-0.42,1.7062,0.0533,-0.0533,2.49E+02,9.40E+00,-9.40E+00,1.31,9.00E-02,-6.00E-02,88.43,,,781,,,87.79,20.09,-14.17,29.7,169,5103,101,-101,0.789,0.052,-0.037,294.32553,46.002251,13.693
1417,10657406,Kepler-969 b,CANDIDATE,1,0,0,0,0,34.1732156,1.20E-04,-1.20E-04,137.78862,2.91E-03,-2.91E-03,0.815,0.004,-0.57,4.7679,0.0814,-0.0814,6.35E+02,1.74E+01,-1.74E+01,2.37,2.20E-01,-7.00E-02,88.63,,,465,,,11.09,3.11,-1.57,38.9,42,5201,93,-114,0.834,0.077,-0.026,288.3725,47.933559,13.733
1418,5526527,Kepler-970 b,CANDIDATE,1,0,0,0,0,16.7364755,1.40E-04,-1.40E-04,143.13606,6.82E-03,-6.82E-03,0.9,0.06,-0.603,2.151,0.212,-0.212,1.15E+03,1.43E+02,-1.43E+02,2.73,9.00E-02,-1.50E-01,88.32,,,464,,,10.99,1.61,-1.83,9.9,80,4334,77,-77,0.653,0.022,-0.035,289.62524,40.708729,14.786
1420,8766650,Kepler-1008 b,CANDIDATE,0.984,0,0,0,0,12.43929428,5.27E-05,-5.27E-05,136.37952,3.62E-03,-3.62E-03,0.663,0.034,-0.487,3.176,0.105,-0.105,2.54E+02,1.21E+01,-1.21E+01,1.3,6.00E-02,-9.00E-02,88.35,,,627,,,36.57,6.77,-7.29,24.9,104,4987,99,,0.773,0.036,-0.053,296.54752,44.941929,13.395
1421,10328393,Kepler-332 b,CANDIDATE,1,0,0,0,0,7.62635494,2.20E-05,-2.20E-05,136.01585,2.37E-03,-2.37E-03,0.237,0.215,-0.236,2.4168,0.0744,-0.0744,2.96E+02,1.04E+01,-1.04E+01,1.21,8.00E-02,-5.00E-02,89.43,,,703,,,57.89,13.26,-8.74,32.5,176,4955,100,-100,0.721,0.047,-0.029,286.66296,47.4137,14.017
1422,11773328,,CANDIDATE,1,0,0,0,0,8.710442022,7.91E-06,-7.91E-06,134.614376,7.79E-04,-7.79E-04,0.935,0.038,-0.679,0.9425,0.0373,-0.0373,1.20E+03,4.20E+01,-4.20E+01,3.61,7.60E-01,-3.00E-01,88.34,,,760,,,78.75,50.55,-20.15,42.6,156,5416,160,-160,0.809,0.169,-0.068,296.62347,49.979172,14.816
1423,7094486,Kepler-1009 b,CANDIDATE,1,0,0,0,0,11.35010642,2.16E-05,-2.16E-05,134.04612,1.65E-03,-1.65E-03,0.035,0.398,-0.035,2.2792,0.0544,-0.0544,1.22E+03,3.66E+01,-3.66E+01,1.75,9.00E-02,-1.70E-01,89.95,,,403,,,6.25,1.21,-1.65,38.3,116,3597,72,-86,0.514,0.026,-0.051,282.85992,42.66576,15.278
1424,7289577,,CANDIDATE,1,0,0,0,0,109.4450597,4.34E-04,-4.34E-04,197.9832,2.85E-03,-2.85E-03,0.149,0.301,-0.149,3.792,0.108,-0.108,1.27E+03,4.85E+01,-4.85E+01,3.04,2.80E-01,-2.00E-01,89.96,,,340,,,3.14,0.91,-0.61,30.1,11,5403,107,-107,0.868,0.08,-0.058,294.08392,42.809589,14.937
1425,8543100,Kepler-1033 b,CANDIDATE,0.998,0,0,0,0,7.56052209,2.64E-05,-2.64E-05,134.47889,2.70E-03,-2.70E-03,0.022,0.394,-0.022,3.8573,0.0793,-0.0793,6.60E+02,2.22E+01,-2.22E+01,2.4,7.30E-01,-2.40E-01,89.92,,,914,,,164.9,144.89,-49.45,34.6,170,5895,158,-211,0.94,0.282,-0.094,283.84515,44.609089,15.986
1426,2693736,Kepler-1034 b,CANDIDATE,1,0,0,0,0,12.12401737,3.20E-05,-3.20E-05,134.955,2.37E-03,-2.37E-03,0.029,0.426,-0.029,3.3091,0.0679,-0.0679,7.88E+02,2.29E+01,-2.29E+01,2.37,1.10E-01,-2.00E-01,89.94,,,675,,,48.98,8.44,-10.18,40.1,114,5094,83,-76,0.87,0.042,-0.072,286.11536,37.966999,15.09
1427,9412760,Kepler-345 c,CANDIDATE,1,0,0,0,0,9.38740646,2.45E-05,-2.45E-05,137.38383,2.10E-03,-2.10E-03,0.946,0.015,-0.691,1.6165,0.0622,-0.0622,3.85E+02,2.00E+01,-2.00E+01,1.69,1.20E-01,-5.00E-02,86.89,,,575,,,25.83,6.25,-3.46,22.3,138,4500,90,-90,0.646,0.046,-0.02,295.22879,45.97102,14.028
1428,9412760,Kepler-345 b,CANDIDATE,1,0,0,0,0,7.41556471,5.36E-05,-5.36E-05,137.81512,6.13E-03,-6.13E-03,0.434,0.02,-0.434,1.973,0.194,-0.194,1.50E+02,1.56E+01,-1.56E+01,0.79,5.00E-02,-3.00E-02,89.05,,,622,,,35.37,8.57,-4.73,11.8,175,4500,90,-90,0.646,0.046,-0.02,295.22879,45.97102,14.028
1429,6026438,Kepler-354 d,CANDIDATE,0.4,0,0,0,0,24.2101973,2.46E-04,-2.46E-04,141.4698,7.67E-03,-7.67E-03,0.45,0.501,-0.245,4.046,0.286,-0.286,4.58E+02,3.52E+01,-3.52E+01,1.5,1.00E-01,-1.30E-01,89.38,,,451,,,9.8,2.56,-2.56,14.1,41,4650,125,-139,0.706,0.046,-0.061,285.75146,41.33564,15.549
1430,10663396,Kepler-1069 b,CANDIDATE,1,0,0,0,0,23.8990075,1.28E-04,-1.28E-04,151.39847,4.31E-03,-4.31E-03,0.153,0.27,-0.153,15.955,0.121,-0.121,2.93E+02,5.50E+00,-5.50E+00,3.26,5.70E-01,-8.60E-01,89.24,,,823,,,108.3,50.64,-52.76,61.5,30,5511,82,-74,1.93,0.34,-0.51,290.97934,47.988998,13.153
1431,11457726,Kepler-1070 b,CANDIDATE,1,0,0,0,0,6.22161107,2.05E-05,-2.05E-05,131.99094,2.53E-03,-2.53E-03,0.838,0.074,-0.634,3.4117,0.0783,-0.0783,1.65E+02,6.40E+00,-6.40E+00,1.59,2.70E-01,-9.00E-02,83.97,,,1101,,,348.15,151.24,-52.79,29,215,6277,75,-75,1.097,0.186,-0.062,293.19537,49.316502,13.977
